Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,267,NA,NA,NA,NA,NA,Schizachyriumscoparium,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
51,14:50:46,15430.5,6.37,6.37,0.0317,29.3,2.85,8.51,6,0.5,2.25,48.92,46.37,49.78,399.84,384.87,12.805,18.417,10.81,15.55,299.5,1200,0,99.33,13.6,1.07,1,111114,0.7,-0.207
52,14:54:36,15660,5.84,5.84,0.0354,-2.22,3.12,8.34,6,0.5,2.25,48.92,46.14,49.78,298.66,285.17,12.823,18.954,10.83,16,299.4,1200,0,99.33,13,1.05,1,111114,1,-0.207
53,14:58:26,15890,5.59,5.59,0.0451,-25.5,3.78,7.97,6,0.5,2.25,48.91,45.69,49.78,199.84,187.22,12.847,20.263,10.85,17.11,299.4,1200,0,99.33,12.2,1.03,1,111114,1,-0.207
54,15:02:17,16122,4.9,4.9,0.0586,-50.8,4.64,7.58,6,0.5,2.25,48.91,45.24,49.78,99.12,88.49,12.863,21.948,10.86,18.54,299.4,1200,0,99.34,11.4,0.99,1,111114,1,-0.207
55,15:06:08,16352,4.37,4.37,0.0717,-59.2,5.38,7.23,6,0.5,2.25,48.91,44.83,49.78,49.05,39.86,12.876,23.399,10.88,19.77,299.4,1200,0,99.33,10.9,0.965,1,111114,1,-0.207
56,15:09:59,16583.5,0.636,0.636,0.0927,-85.8,6.44,6.75,6,0.5,2.25,48.9,44.27,49.78,-84.05,-84.24,12.884,25.459,10.89,21.51,299.4,1200,0,99.33,8.21,0.906,1,111114,1,-0.207
57,15:15:41,16925.5,6.9,6.9,0.0467,110,3.92,7.99,6,0.5,2.25,48.91,45.78,49.78,401.24,384.39,12.881,20.573,10.88,17.38,299.4,1200,0,99.32,13.4,1.06,0.7,111114,1,-0.207
58,15:19:31,17155.5,6.96,6.96,0.0377,52.9,3.29,8.26,6,0.5,2.25,48.92,46.07,49.78,399.68,383.2,12.889,19.348,10.88,16.33,299.4,1200,0,99.32,13.1,1.07,1,111114,1,-0.207
59,15:23:21,17385.5,7.5,7.5,0.0307,134,2.76,8.48,6,0.5,2.25,48.91,46.3,49.78,600.25,582,12.901,18.321,10.89,15.47,299.4,1201,0,99.31,13.9,1.09,1,111114,1,-0.207
60,15:27:11,17615.5,7.7,7.7,0.024,195,2.06,8.14,6,0.5,2.25,48.69,45.37,49.78,800.52,781.87,12.909,16.973,11.02,14.49,299.4,1201,0,99.31,13.4,1.11,1,111114,1,-0.207
