Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,345,NA,NA,NA,NA,NA,Elymuscanadensis,NA,NA,NA,160.9487219,1.49,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.911609805,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,10:45:33,830,1.080.0457,334,1.78,3.83,6,0.5,2.25,36.18,34.83,36.92,399.2,395.64,14.058,17.553,23.5,29.23,299.4,1199,0,100.4,-3.74,0.783,1,111114,-9999,-9999
2,10:46:52,909.5,0.8060.0483,252,1.89,3.86,6,0.5,2.25,36.4,34.93,37.11,299.81,297.07,13.921,17.635,22.92,29.03,299.4,1199,0,100.4,-2.45,0.775,1,111114,-9999,-9999
3,10:48:28,1005,0.4390.05,172,1.95,3.85,6,0.5,2.25,36.45,34.97,37.11,199.69,198.04,13.935,17.774,22.97,29.17,299.4,1200,0,100.4,-1.46,0.767,1,111114,-9999,-9999
4,10:49:42,1079.5,-0.1420.0534,98.2,2.07,3.83,6,0.5,2.25,36.47,34.95,37.11,100.24,100.11,13.841,17.909,22.77,29.36,299.4,1199,0,100.4,-0.464,0.755,1,111114,-9999,-9999
5,10:51:22,1179,-0.2810.0571,54.7,2.18,3.79,6,0.5,2.25,36.48,34.86,37.11,49.58,49.93,13.815,18.105,22.74,29.66,299.4,1199,0,100.4,-0.404,0.745,1,111114,-9999,-9999
6,10:54:03,1340.5,1.150.0633,344,2.4,3.77,6,0.5,2.25,37.04,34.89,37.88,400.56,396.36,13.639,18.359,21.75,29.17,299.4,1199,0,100.4,-3.89,0.759,1,111114,-9999,-9999
7,10:55:03,1400,1.350.0631,337,2.4,3.78,6,0.5,2.25,37.09,34.93,37.88,399.81,395.21,13.645,18.37,21.73,29.11,299.4,1200,0,100.4,-4.2,0.758,1,111114,-9999,-9999
8,10:56:44,1501.5,1.70.0643,515,2.45,3.79,6,0.5,2.25,37.12,34.96,37.88,599.36,593.04,13.516,18.342,21.46,29.01,299.4,1200,0,100.4,-7.18,0.77,1,111114,-9999,-9999
9,10:58:42,1619,1.850.0627,697,2.41,3.82,6,0.5,2.25,37.14,34.99,37.88,799.48,791.96,13.474,18.211,21.41,28.78,299.5,1200,0,100.4,-10.5,0.779,1,111114,-9999,-9999
10,11:00:59,1756.5,2.110.0615,876,2.38,3.85,6,0.5,2.25,37.15,35.01,37.88,1000.49,991.53,13.309,17.996,21.11,28.43,299.4,1199,0,100.4,-14.7,0.791,1,111114,-9999,-9999
11,11:02:41,1858.5,2.290.0602,1.06E+03,2.35,3.87,6,0.5,2.25,37.15,35.03,37.88,1200.51,1190.33,13.226,17.842,20.97,28.19,299.4,1199,0,100.4,-18.9,0.8,1,111114,-9999,-9999
12,11:05:05,2002,2.450.0582,1.33E+03,2.28,3.89,6,0.5,2.25,37.15,35.04,37.88,1500.48,1488.78,13.154,17.645,20.89,27.87,299.5,1199,0,100.4,-25.9,0.811,1,111114,-9999,-9999
13,11:07:43,2160.5,2.710.0579,1.79E+03,2.28,3.9,6,0.5,2.25,37.15,35.03,37.88,2000.18,1985.67,12.972,17.457,20.57,27.58,299.4,1200,0,100.4,-38.2,0.823,1,111114,-9999,-9999
