Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 25c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,126,NA,NA,NA,NA,NA,Cedrelaoderata,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,12:05:11,454,1.67,1.67,0.0181,240,0.287,1.54,6,0.5,2.25,24.18,24.99,23.71,399.63,396.06,15.918,16.483,52.16,54.01,299.6,1201,28,99.2,23,-0.142,0.7,111114,-9999,-9999
2,12:07:10,573.5,0.656,0.656,0.02,238,0.3,1.47,6,0.5,2.25,23.79,24.58,23.16,299.05,297.55,15.882,16.474,53.31,55.25,299.6,1201,28,99.2,21.7,-0.138,1,111114,-9999,-9999
3,12:10:18,761.5,0.378,0.378,0.0238,168,0.367,1.51,6,0.5,2.25,24.07,24.81,23.71,199.24,198.33,15.743,16.467,51.99,54.32,299.6,1201,28,99.2,20,-0.147,1,111114,-9999,-9999
4,12:12:12,875.5,-0.116,-0.116,0.0257,105,0.399,1.52,6,0.5,2.25,24.28,24.83,23.91,100.55,100.7,15.637,16.424,51,53.51,299.6,1201,28,99.2,18,-0.149,1,111114,-9999,-9999
5,12:14:11,994.5,-0.386,-0.386,0.0273,71.7,0.431,1.55,6,0.5,2.25,24.32,24.94,23.91,49.67,50.4,15.508,16.357,50.46,53.17,299.6,1201,28,99.2,16.7,-0.152,1,111114,-9999,-9999
6,12:16:02,1105.5,1.58,1.58,0.0289,300,0.462,1.57,6,0.5,2.25,24.31,25.03,23.91,401.03,397.49,15.382,16.293,50.07,52.97,299.6,1201,28,99.2,23,-0.143,1,111114,-9999,-9999
7,12:17:12,1175,1.58,1.58,0.0298,301,0.478,1.57,6,0.5,2.25,24.31,25.01,23.91,399.38,395.85,15.301,16.242,49.8,52.8,299.6,1201,28,99.2,22.9,-0.145,1,111114,-9999,-9999
8,12:19:13,1296,2.44,2.44,0.0305,451,0.487,1.57,6,0.5,2.25,24.17,24.93,23.72,599.35,593.88,15.168,16.128,49.79,52.87,299.6,1201,28,99.2,25.1,-0.135,1,111114,-9999,-9999
9,12:21:28,1431,3.04,3.04,0.0293,607,0.476,1.6,6,0.5,2.25,24.28,25,23.9,799.91,793.07,15.032,15.971,49.01,52.01,299.6,1201,28,99.2,26.9,-0.138,1,111114,-9999,-9999
10,12:23:16,1539.5,3.45,3.45,0.0279,769,0.459,1.61,6,0.5,2.25,24.31,25.02,23.91,1000.65,992.82,14.931,15.836,48.6,51.48,299.6,1201,28,99.21,28.2,-0.126,1,111114,-9999,-9999
11,12:25:14,1657.5,3.73,3.73,0.0264,934,0.437,1.62,6,0.5,2.25,24.32,24.99,23.91,1199.89,1191.37,14.838,15.699,48.27,51.01,299.6,1201,28,99.2,29.1,-0.124,1,111114,-9999,-9999
12,12:27:40,1803.5,4.28,4.28,0.0252,1.18E+03,0.415,1.62,6,0.5,2.25,24.03,24.89,23.52,1500.38,1490.56,14.74,15.559,48.8,51.45,299.6,1201,29,99.2,29.2,-0.116,1,111114,-9999,-9999
13,12:30:07,1951,4.95,4.95,0.0251,1.62E+03,0.417,1.63,6,0.5,2.25,24.13,24.9,23.72,2000.11,1988.54,14.634,15.457,48.1,50.79,299.6,1201,29,99.2,28,-0.12,1,111114,-9999,-9999
