Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 25c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,126,NA,NA,NA,NA,NA,Cedrelaoderata,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
14,13:16:34,4737,0.617,0.617,0.0167,334,0.123,0.726,6,0.5,2.25,13.06,13.97,12.39,399.28,397.94,8.584,8.828,56.45,58,299.7,1199,28,99.17,20.3,-0.191,1,111114,-9999,-9999
15,13:18:14,4837,0.27,0.27,0.0277,280,0.197,0.704,6,0.5,2.25,13.1,13.93,12.56,299.69,299.03,8.611,9.001,56.52,59,299.7,1199,28,99.17,19.6,-0.196,1,111114,-9999,-9999
16,13:19:57,4940,0.239,0.239,0.0306,184,0.217,0.702,6,0.5,2.25,13.12,13.93,12.55,199.89,199.32,8.602,9.032,56.36,59.1,299.7,1199,28,99.17,17.9,-0.202,1,111114,-9999,-9999
17,13:21:42,5045,-0.102,-0.102,0.0324,104,0.228,0.7,6,0.5,2.25,13.26,13.94,12.76,100.13,100.29,8.6,9.053,55.87,58.74,299.7,1199,28,99.16,16.3,-0.203,1,111114,-9999,-9999
18,13:23:37,5160.5,-0.265,-0.265,0.0346,61.9,0.247,0.71,6,0.5,2.25,13.53,14.05,13.16,49.63,50.13,8.584,9.074,54.77,57.82,299.7,1199,28,99.16,15.2,-0.205,1,111114,-9999,-9999
19,13:25:28,5271.5,0.644,0.644,0.0344,364,0.247,0.715,6,0.5,2.25,13.44,14.09,12.95,400.78,399.3,8.578,9.068,55.04,58.12,299.7,1199,28,99.16,20.6,-0.202,1,111114,-9999,-9999
20,13:26:34,5337.5,0.619,0.619,0.0383,368,0.268,0.697,6,0.5,2.25,13.67,13.94,13.35,400.2,398.75,8.554,9.086,54.02,57.37,299.6,1199,28,99.16,20.6,-0.203,1,111114,-9999,-9999
21,13:28:35,5458,0.847,0.847,0.0371,555,0.27,0.725,6,0.5,2.25,13.6,14.2,13.15,600.61,598.59,8.547,9.083,54.21,57.62,299.6,1199,28,99.16,22.2,-0.201,1,111114,-9999,-9999
22,13:31:06,5609,1,1,0.0371,745,0.264,0.708,6,0.5,2.25,13.59,14.05,13.15,800.04,797.61,8.572,9.095,54.5,57.74,299.7,1199,28,99.16,23.1,-0.192,1,111114,-9999,-9999
23,13:32:43,5706,1.3,1.3,0.0356,927,0.252,0.704,6,0.5,2.25,13.06,13.99,12.36,1000.73,997.62,8.566,9.067,56.38,59.59,299.7,1199,28,99.16,23.6,-0.194,1,111114,-9999,-9999
24,13:34:35,5818.5,1.24,1.24,0.0374,1.13E+03,0.259,0.69,6,0.5,2.25,12.97,13.85,12.37,1200.79,1197.69,8.547,9.061,56.57,59.9,299.7,1199,28,99.16,24.1,-0.199,1,111114,-9999,-9999
25,13:37:07,5970,1.48,1.48,0.0402,1.42E+03,0.281,0.696,6,0.5,2.25,13.21,13.91,12.64,1500.83,1497.02,8.515,9.072,55.38,59.01,299.7,1199,28,99.16,23.1,-0.196,1,111114,-9999,-9999
26,13:39:36,6119.5,1.81,1.81,0.0387,1.90E+03,0.272,0.699,6,0.5,2.25,13.25,13.94,12.76,1999.11,1994.4,8.527,9.066,55.42,58.85,299.7,1199,28,99.16,20,-0.19,1,111114,-9999,-9999
