Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 25c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,126,NA,NA,NA,NA,NA,Cedrelaoderata,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
40,14:53:56,10579,0.273,0.273,0.0162,358,0.355,2.11,6,0.5,2.25,30.35,31.94,28.8,399.96,399.12,26.019,26.711,59.31,60.85,299.6,1200,20,99.12,25.1,-0.205,1,111114,-9999,-9999
41,14:57:45,10808.5,0.075,0.075,0.0232,284,0.493,2.05,6,0.5,2.25,30.89,31.76,30.63,299.78,299.33,25.888,26.849,57.24,59.36,299.6,1200,20,99.12,23.6,-0.187,1,111114,-9999,-9999
42,14:59:19,10902,-0.194,-0.194,0.0243,206,0.533,2.12,6,0.5,2.25,31.83,32.04,31.93,199.71,199.88,25.873,26.912,54.28,56.41,299.6,1201,21,99.12,21.9,-0.203,1,111114,-9999,-9999
43,15:01:05,11008.5,-0.457,-0.457,0.0256,126,0.566,2.13,6,0.5,2.25,31.71,32.1,31.53,100.11,100.91,25.823,26.926,54.52,56.81,299.6,1201,21,99.12,19.7,-0.195,1,111114,-9999,-9999
44,15:03:03,11126,-0.647,-0.647,0.0279,86.2,0.61,2.11,6,0.5,2.25,31.64,32.03,31.49,49.94,51.17,25.806,26.994,54.73,57.19,299.6,1201,21,99.12,18.2,-0.175,1,111114,-9999,-9999
45,15:04:55,11238,0.51,0.51,0.0293,358,0.642,2.11,6,0.5,2.25,31.51,32.06,31.15,401.31,399.77,25.766,27.017,55.06,57.67,299.6,1201,21,99.12,25.3,-0.175,1,111114,-9999,-9999
46,15:06:02,11305,0.515,0.515,0.0306,358,0.667,2.1,6,0.5,2.25,31.47,32.04,31.14,399.65,398.09,25.75,27.049,55.14,57.87,299.6,1201,21,99.12,25.2,-0.171,1,111114,-9999,-9999
47,15:07:56,11419,1.01,1.01,0.0323,528,0.699,2.1,6,0.5,2.25,31.46,32.02,31.14,600.87,598.01,25.715,27.077,55.09,57.95,299.6,1201,21,99.11,28,-0.157,1,111114,-9999,-9999
48,15:10:11,11554.5,1.44,1.44,0.0333,700,0.711,2.07,6,0.5,2.25,31.1,31.91,30.55,799.71,795.69,25.648,27.033,56.08,59.06,299.6,1201,21,99.12,30.3,-0.146,1,111114,-9999,-9999
49,15:11:53,11656,2.14,2.14,0.0342,862,0.726,2.05,6,0.5,2.25,31.04,31.83,30.53,1000.82,995.09,25.578,26.992,56.08,59.17,299.6,1201,20,99.12,31.4,-0.164,1,111114,-9999,-9999
50,15:13:53,11776.5,2.29,2.29,0.0346,1.05E+03,0.738,2.07,6,0.5,2.25,31.29,31.89,30.95,1200.49,1194.15,25.57,27.008,55.31,58.37,299.6,1201,20,99.11,33.1,-0.146,1,111114,-9999,-9999
51,15:16:08,11911,2.96,2.96,0.0351,1.31E+03,0.751,2.07,6,0.5,2.25,31.3,31.89,30.95,1500.67,1492.51,25.507,26.969,55.11,58.24,299.6,1201,20,99.12,34.3,-0.149,1,111114,-9999,-9999
52,15:18:36,12059.5,3.4,3.4,0.0349,1.77E+03,0.751,2.08,6,0.5,2.25,31.31,31.92,30.95,2000.35,1990.56,25.472,26.936,55.03,58.14,299.6,1201,20,99.11,34.4,-0.136,1,111114,-9999,-9999
