Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 20c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,77,NA,NA,NA,NA,NA,Cedrelaoderata,NA,NA,NA,-0.00010001,-9999,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.218758803,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
66,8:59:03,14795,-0.971,-0.971,0.0921,371,6.32,6.61,6,0.5,2.25,48.7,45.5,49.72,399.76,396.69,20.937,33.146,17.84,28.25,300.1,1200,417,99.17,27.9,-0.559,1,111114,-9999,-9999
67,9:05:24,15175.5,-1.11,-1.11,0.1,285,6.68,6.46,6,0.5,2.25,48.69,45.31,49.72,300.37,298.6,20.79,33.691,17.72,28.72,300.1,1200,414,99.16,26,-0.446,1,111114,-9999,-9999
68,9:11:45,15557,-1.31,-1.31,0.11,198,7.15,6.29,6,0.5,2.25,48.68,45.13,49.72,199.67,199.44,20.637,34.44,17.6,29.37,300.1,1201,413,99.16,23.6,-0.361,1,111114,-9999,-9999
69,9:18:06,15938.5,-1.55,-1.55,0.118,112,7.5,6.19,6,0.5,2.25,48.69,45.03,49.72,99.63,101.21,20.507,34.968,17.49,29.82,300.1,1200,413,99.17,21.2,-0.313,1,111114,-9999,-9999
70,9:24:27,16319,-1.57,-1.57,0.122,66.5,7.67,6.12,6,0.5,2.25,48.69,44.95,49.72,48.73,51.1,20.386,35.183,17.39,30.01,300.1,1201,412,99.18,19.7,-0.301,1,111114,-9999,-9999
71,9:30:48,16700,-0.968,-0.968,0.115,369,7.37,6.22,6,0.5,2.25,48.69,44.96,49.72,399.87,395.97,20.066,34.3,17.11,29.25,300.1,1200,414,99.18,28.2,-0.588,1,111114,-9999,-9999
72,9:37:09,17081,-1.02,-1.02,0.11,370,7.12,6.3,6,0.5,2.25,48.69,44.99,49.72,399.81,396.2,19.912,33.67,16.97,28.7,300.1,1200,415,99.16,28.1,-0.597,1,111114,-9999,-9999
73,9:43:30,17462,-0.774,-0.774,0.104,543,6.87,6.38,6,0.5,2.25,48.7,45.03,49.72,599.55,592.95,19.704,32.996,16.79,28.11,300.1,1200,414,99.14,32.4,-0.679,1,111114,-9999,-9999
74,9:49:51,17843,-0.666,-0.666,0.0994,718,6.63,6.45,6,0.5,2.25,48.7,45.04,49.72,799.71,790.57,19.507,32.33,16.62,27.54,300.1,1200,415,99.14,36,-0.769,1,111114,-9999,-9999
75,9:56:12,18224.5,-0.453,-0.453,0.0955,891,6.44,6.52,6,0.5,2.25,48.71,45.06,49.72,1000.26,988.43,19.284,31.758,16.42,27.05,300.1,1200,415,99.14,39.2,-0.849,1,111114,-9999,-9999
76,10:02:33,18604.5,0.194,0.194,0.0925,1.06E+03,6.29,6.57,6,0.5,2.25,48.7,45.05,49.72,1200.54,1185.24,19.08,31.264,16.25,26.63,300.2,1201,413,99.12,40.9,-0.88,0.7,111114,-9999,-9999
77,10:08:54,18985.5,0.506,0.506,0.0898,1.31E+03,6.17,6.62,6,0.5,2.25,48.71,45.08,49.72,1500.04,1480.76,18.865,30.816,16.05,26.22,300.1,1201,414,99.08,44.6,-1.02,1,111114,-9999,-9999
78,10:15:15,19367,1.08,1.08,0.0875,1.74E+03,6.04,6.66,6,0.5,2.25,48.71,45.05,49.72,2000.6,1974.57,18.643,30.36,15.86,25.83,300.1,1201,415,99.05,48.9,-1.14,0.7,111114,-9999,-9999
