Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,330,NA,NA,NA,NA,NA,Elymuscanadensis,NA,NA,NA,177.6862338,1.78,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,2.143569139,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
66,15:35:45,18323,0.175,0.175,0.166,352,9.78,5.89,6,0.5,2.25,48.68,44.16,49.68,399.3,391.29,14.668,33.578,12.56,28.75,299.8,1199,397,99.54,29.4,-0.576,0.7,111114,-9999,-9999
67,15:39:16,18534,-0.0928,-0.0928,0.172,268,9.99,5.84,6,0.5,2.25,48.67,44.12,49.69,300.21,294.53,14.615,33.862,12.52,29.01,300.8,1199,344,99.53,27,-0.491,0.7,111114,-9999,-9999
68,15:42:47,18745,-1.12,-1.12,0.179,189,10.2,5.75,6,0.5,2.25,48.66,44.03,49.68,199.52,197.71,14.568,34.296,12.48,29.38,300.7,1199,345,99.51,24.7,-0.419,0.7,111114,-9999,-9999
69,15:46:18,18956,-1.47,-1.47,0.192,104,10.7,5.64,6,0.5,2.25,48.66,43.95,49.68,99.74,100.53,14.512,35.106,12.44,30.08,300.8,1199,383,99.5,21.8,-0.343,0.3,111114,-9999,-9999
70,15:49:48,19166,-1.61,-1.61,0.203,60.3,11.1,5.53,6,0.5,2.25,48.65,43.84,49.69,49.85,51.91,14.434,35.701,12.38,30.61,300.8,1199,412,99.5,20.5,-0.314,0.7,111114,-9999,-9999
71,15:53:19,19377,0.0293,0.0293,0.203,357,11.1,5.55,6,0.5,2.25,48.65,43.87,49.69,401.04,392.29,14.199,35.554,12.17,30.47,300.9,1199,345,99.47,29.3,-0.629,0.3,111114,-9999,-9999
72,15:56:50,19588,0.0934,0.0934,0.199,355,11,5.6,6,0.5,2.25,48.65,43.91,49.68,400.07,391.3,14.117,35.274,12.1,30.23,299.9,1199,345,99.49,29.1,-0.633,0.7,111114,-9999,-9999
73,16:00:21,19799,0.849,0.849,0.195,525,10.8,5.63,6,0.5,2.25,48.65,43.88,49.68,599.75,585.38,13.967,34.854,11.97,29.87,299.9,1199,373,99.47,33.4,-0.708,0.7,111114,-9999,-9999
74,16:03:52,20010,1.75,1.75,0.189,693,10.7,5.69,6,0.5,2.25,48.65,43.92,49.69,800.5,780.34,13.806,34.423,11.83,29.5,299.9,1199,414,99.46,37.1,-0.788,0.7,111114,-9999,-9999
75,16:07:23,20221,2.67,2.67,0.185,860,10.5,5.74,6,0.5,2.25,48.65,43.94,49.68,1000.24,974.41,13.678,34.001,11.72,29.13,299.9,1199,345,99.46,40.2,-0.939,0.7,111114,-9999,-9999
76,16:10:54,20431,3.06,3.06,0.181,1.03E+03,10.4,5.79,6,0.5,2.25,48.66,43.97,49.68,1200.65,1170.14,13.541,33.687,11.6,28.85,299.9,1199,345,99.44,43,-0.962,0.7,111114,-9999,-9999
77,16:14:24,20642,3.94,3.94,0.178,1.29E+03,10.3,5.85,6,0.5,2.25,48.67,44.03,49.68,1500.35,1462.21,13.39,33.391,11.46,28.58,300,1199,365,99.44,46.8,-1.12,0.7,111114,-9999,-9999
78,16:17:01,20799,4.95,4.95,0.177,1.72E+03,10.1,5.73,6,0.5,2.25,48.62,43.67,49.68,1999.63,1950.31,13.259,32.811,11.38,28.15,299.9,1201,345,99.44,51.4,-1.22,0.7,111114,-9999,-9999
