Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,22,NA,NA,NA,NA,NA,Glycinemax,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.605,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
38,12:08:58,14378.5,0.145275732,0.145275732,0.002815905,205.348806,0.084725914,2.93798294,6,0.5,2.25,28.92220688,32.09630585,27.93348312,300.5053406,300.1641541,18.30768204,18.47389221,46.11595154,46.53462219,300.2007446,1198.957153,210.0510101,100.8553543,-5.879360199,0.07707312,1,111114,-9999,-9999
39,12:10:59,14499.5,-0.075524027,-0.075524027,0.00436383,215.9865112,0.130012105,2.911504241,6,0.5,2.25,29.07055664,31.9973774,28.33029938,198.0369568,198.1364136,18.21601105,18.47105026,45.49551392,46.13228226,300.2141724,1198.894775,211.2914581,100.853508,-5.118984222,0.078387283,1,111114,-9999,-9999
40,12:13:50,14670.5,-0.309415523,-0.309415523,0.005669488,183.2404633,0.168198019,2.901406897,6,0.5,2.25,29.08326149,31.93916893,28.33031273,101.9442368,102.5281601,18.08417702,18.41414261,45.13519669,45.95856857,300.2145691,1198.620117,210.3847961,100.8605194,-4.693065643,0.077063583,1,111114,-9999,-9999
41,12:17:37,14897.5,-0.582672525,-0.582672525,0.008211101,147.4737817,0.242338913,2.890113752,6,0.5,2.25,29.09053421,31.87777138,28.33102226,36.82667923,37.97273254,17.88593102,18.36134148,44.62545776,45.80969238,300.2322388,1200.141846,228.5053253,100.8659286,-4.737689972,0.075892471,0.666666687,111114,-9999,-9999
42,12:19:47,15027.5,1.2438165,1.2438165,0.008793589,157.2788403,0.260106738,2.897372582,6,0.5,2.25,29.35515976,31.88173676,28.72604752,400.2140808,397.5218811,17.78957367,18.29984474,43.74488449,44.96692276,300.2484436,1199.813599,210.1656952,100.8664474,-6.79164505,0.073416732,1,111114,-9999,-9999
43,12:20:47,15088,1.074448904,1.074448904,0.008524819,181.2324894,0.253335342,2.910619527,6,0.5,2.25,29.3835144,31.90365982,28.72544479,399.6950989,397.3468018,17.72974014,18.22676849,43.49787521,44.71250534,300.2458801,1199.889526,212.8018951,100.8674316,-7.011341095,0.073889755,1,111114,-9999,-9999
44,12:23:22,15243,1.559170315,1.559170315,0.008473452,279.8540202,0.252491785,2.918627321,6,0.5,2.25,29.41810989,31.8860302,28.72464371,599.5808105,596.1640015,17.60540581,18.10087395,43.10131454,44.31428528,300.2269287,1199.72522,226.440155,100.8647079,-8.569324493,0.074816726,1,111114,-9999,-9999
45,12:25:52,15392.5,2.261569829,2.261569829,0.00848024,338.8350354,0.252020679,2.911174487,6,0.5,2.25,29.55234909,31.83294296,28.91752815,798.848999,793.9295044,17.53891373,18.0334816,42.63890839,43.80873871,300.2328491,1199.555786,210.8780823,100.8647842,-10.33372879,0.071885131,1,111114,-9999,-9999
46,12:28:10,15530.5,3.034276922,3.034276922,0.009034107,420.2004418,0.270492409,2.933542988,6,0.5,2.25,29.79758835,31.88790321,29.35404396,1000.015381,993.4152222,17.42750168,17.95830345,41.78154373,43.0200119,300.2644348,1199.406372,217.8727264,100.8629303,-12.38261795,0.072976135,1,111114,-9999,-9999
47,12:30:20,15660.5,4.024076913,4.024076913,0.009350183,460.6123997,0.282373124,2.959087601,6,0.5,2.25,29.89680481,31.94147491,29.30879974,1200.437012,1191.723389,17.29465866,17.84884453,41.22032547,42.50600815,300.2600098,1199.19165,210.3317261,100.8581085,-14.89372635,0.06648352,1,111114,-9999,-9999
48,12:32:33,15793.5,5.528367006,5.528367006,0.009915201,542.4719278,0.300334913,2.968710735,6,0.5,2.25,29.91781425,31.93336296,29.31012535,1499.253662,1487.313721,17.14345932,17.73297501,40.79705811,42.17655182,300.2557068,1199.25,229.4858398,100.8512039,-18.29985428,0.067078613,1,111114,-9999,-9999
49,12:35:10,15951,6.708340887,6.708340887,0.00908164,733.3504338,0.275738917,2.974640832,6,0.5,2.25,29.92899895,31.92278862,29.30923271,2000.078247,1985.578613,17.10576057,17.64705658,40.6546669,41.94269562,300.2493286,1199.207031,220.5451508,100.8448029,-24.4769783,0.068945907,1,111114,-9999,-9999
