Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,330,NA,NA,NA,NA,NA,Elymuscanadensis,NA,NA,NA,156.1614516,1.74,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.518580049,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
27,12:40:43,7453.5,2.64,2.64,0.0363,267,0.625,1.71,6,0.5,2.25,22.15,23.09,22.1,399.67,393.9,10.073,11.312,37.55,42.09,299.4,1201,0,99.63,-5.34,0.726,1,111114,-9999,-9999
28,12:41:57,7527.5,1.94,1.94,0.0346,198,0.597,1.71,6,0.5,2.25,22.14,23.1,22.08,299.55,295.32,10.085,11.268,37.62,41.96,299.4,1201,0,99.64,-3.74,0.732,1,111114,-9999,-9999
29,12:43:36,7626,1.15,1.15,0.0322,134,0.559,1.72,6,0.5,2.25,22.14,23.1,22.08,199.33,196.81,10.113,11.22,37.74,41.78,299.4,1201,0,99.65,-2.33,0.728,1,111114,-9999,-9999
30,12:44:48,7698.5,0.402,0.402,0.0323,75.4,0.559,1.72,6,0.5,2.25,22.14,23.08,22.08,98.93,98.02,10.103,11.211,37.68,41.74,299.4,1201,0,99.65,-1.42,0.726,1,111114,-9999,-9999
31,12:46:25,7795,-0.125,-0.125,0.0322,54.2,0.555,1.71,6,0.5,2.25,22.14,23.05,22.08,49.2,49.4,10.129,11.228,37.79,41.8,299.4,1200,0,99.65,-0.912,0.726,1,111114,-9999,-9999
32,12:49:16,7966.5,2.55,2.55,0.0341,265,0.589,1.71,6,0.5,2.25,22.15,23.07,22.08,401.3,395.72,10.091,11.258,37.54,41.88,299.4,1200,0,99.64,-5.43,0.749,1,111114,-9999,-9999
33,12:50:15,8025.5,2.46,2.46,0.0325,262,0.564,1.72,6,0.5,2.25,22.16,23.1,22.08,399.52,394.14,10.123,11.24,37.71,41.8,299.4,1200,0,99.64,-5.35,0.752,1,111114,-9999,-9999
34,12:52:00,8130.5,3.34,3.34,0.0292,394,0.513,1.74,6,0.5,2.25,22.16,23.15,22.08,599.95,592.64,10.121,11.136,37.68,41.4,299.4,1199,0,99.64,-9.02,0.764,1,111114,-9999,-9999
35,12:53:48,8238,3.95,3.95,0.0263,530,0.461,1.73,6,0.5,2.25,21.77,23.07,21.49,800.61,791.95,10.093,11.007,38.44,41.92,299.4,1199,0,99.64,-13.1,0.774,1,111114,-9999,-9999
36,12:56:03,8373.5,4.62,4.62,0.0239,655,0.42,1.74,6,0.5,2.25,21.72,23.03,21.5,1000.62,990.53,10.095,10.927,38.57,41.74,299.4,1199,0,99.63,-18.4,0.783,0.7,111114,-9999,-9999
37,12:57:39,8469,4.65,4.65,0.0219,818,0.385,1.74,6,0.5,2.25,21.71,23.02,21.5,1200.08,1189.84,10.144,10.908,38.84,41.69,299.4,1199,0,99.63,-23.2,0.788,1,111114,-9999,-9999
38,12:59:58,8608,4.94,4.94,0.0214,1.08E+03,0.376,1.73,6,0.5,2.25,21.7,22.98,21.5,1498.77,1487.75,10.141,10.887,38.85,41.63,299.4,1199,0,99.61,-30.9,0.791,1,111124,-9999,-9999
39,13:02:42,8772.5,4.96,4.96,0.0219,1.57E+03,0.385,1.74,6,0.5,2.25,21.69,22.99,21.5,2000.88,1989.41,10.091,10.855,38.59,41.51,299.4,1199,0,99.6,-44.5,0.801,0.7,111124,-9999,-9999
