Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,331,NA,NA,NA,NA,NA,Acerrubrum,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
14,11:33:30,5226.5,0.193,0.193,0.00107,109,0.00932,0.859,6,0.5,2.25,12.04,13.88,11.58,399.59,399.19,7.303,7.321,51.81,51.94,299.8,1201,381,100.1,19.1,-0.283,0.3,111114,-9999,-9999
15,11:36:56,5432.5,0.00618,0.00618,0.00436,293,0.0375,0.854,6,0.5,2.25,12.54,13.91,12.38,299.79,299.76,7.333,7.408,50.33,50.84,299.9,1201,422,100.1,17.8,-0.255,0.3,111114,-9999,-9999
16,11:40:23,5639.5,0.113,0.113,0.00472,159,0.0408,0.856,6,0.5,2.25,12.91,13.98,13.03,199.65,199.41,7.376,7.457,49.44,49.98,299.8,1200,364,100.1,15.9,-0.223,0.3,111114,-9999,-9999
17,11:43:48,5844.5,-0.177,-0.177,0.00539,151,0.046,0.847,6,0.5,2.25,12.91,13.94,12.97,99.4,99.74,7.416,7.508,49.69,50.3,299.8,1201,364,100.1,14.5,-0.168,0.3,111114,-9999,-9999
18,11:47:16,6052.5,-0.344,-0.344,0.00479,165,0.0408,0.844,6,0.5,2.25,13.07,13.94,13.01,50.88,51.57,7.451,7.532,49.39,49.93,299.9,1200,377,100.1,13.5,-0.143,0.3,111114,-9999,-9999
19,11:50:43,6258.5,0.201,0.201,0.00602,341,0.0518,0.854,6,0.5,2.25,13.09,13.97,13.07,400.08,399.63,7.359,7.462,48.74,49.42,299.9,1199,412,100.1,19,-0.316,0.3,111114,-9999,-9999
20,11:54:08,6464.5,0.328,0.328,0.00676,317,0.059,0.866,6,0.5,2.25,13.46,14.1,13.86,400.17,399.47,7.369,7.486,47.64,48.4,299.9,1201,429,100.1,19,-0.327,0.3,111114,-9999,-9999
21,11:57:35,6671.5,0.613,0.613,0.00588,424,0.0503,0.849,6,0.5,2.25,12.86,13.9,12.6,599.85,598.57,7.339,7.438,49.33,50,299.8,1200,363,100.1,20.8,-0.38,0.3,111114,-9999,-9999
22,12:01:00,6876.5,0.525,0.525,0.00644,658,0.0556,0.856,6,0.5,2.25,13.2,13.97,13.34,800.26,799.12,7.323,7.433,48.14,48.86,299.8,1201,363,100.1,22.8,-0.436,0.7,111114,-9999,-9999
23,12:04:26,7082.5,0.95,0.95,0.00679,762,0.0586,0.858,6,0.5,2.25,13.23,13.95,13.37,1000.38,998.36,7.292,7.409,47.86,48.62,299.9,1201,390,100.1,23.7,-0.493,0.7,111114,-9999,-9999
24,12:07:53,7289.5,0.981,0.981,0.0117,1.05E+03,0.102,0.864,6,0.5,2.25,14.71,14.06,15.56,1198.94,1196.73,7.258,7.46,43.28,44.49,299.9,1201,436,100.1,23.8,-0.538,0.7,111114,-9999,-9999
25,12:11:19,7494.5,1.29,1.29,0.00602,1.14E+03,0.052,0.857,6,0.5,2.25,12.48,13.88,12.19,1501.4,1498.66,7.236,7.34,49.89,50.6,299.8,1200,364,100.1,25.8,-0.578,0.3,111114,-9999,-9999
26,12:14:46,7702.5,1.27,1.27,0.0068,1.67E+03,0.0628,0.916,6,0.5,2.25,11.98,14.4,10.95,1999.49,1996.69,7.164,7.289,51.01,51.9,299.8,1199,363,100.1,25,-0.661,0.3,111114,-9999,-9999
