Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 20c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,295,NA,NA,NA,NA,NA,Acerrubrum,NA,NA,NA,-0.00010001,1.99,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.051845683,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
12,11:59:20,3589,2.25,2.25,0.0158,162,0.17,1.07,6,0.5,2.25,12.36,14.15,11.87,399.75,395.12,5.228,5.567,36.14,38.41,299.5,1200,1,99.47,4.85,0.633,1,111114,1,-0.207
13,12:01:26,3715,1.6,1.6,0.0161,132,0.172,1.05,6,0.5,2.25,12.17,14.04,11.94,298.83,295.53,5.223,5.564,36.57,38.88,299.5,1200,1,99.47,5.58,0.633,1,111114,1,-0.207
14,12:03:40,3849,1.12,1.12,0.0171,88.6,0.179,1.04,6,0.5,2.25,12.11,13.89,11.94,198.82,196.51,5.186,5.543,36.42,38.89,299.4,1200,1,99.47,5.92,0.629,1,111114,1,-0.207
15,12:06:21,4010,0.626,0.626,0.0173,38.1,0.181,1.04,6,0.5,2.25,12.58,13.86,12.71,98.76,97.48,5.176,5.538,35.25,37.68,299.5,1201,1,99.47,5.69,0.624,1,111114,1,-0.207
16,12:09:13,4182,0.366,0.366,0.0165,12.2,0.175,1.05,6,0.5,2.25,12.63,13.95,12.71,49.17,48.42,5.194,5.542,35.28,37.57,299.5,1201,1,99.47,5.64,0.62,1,111114,1,-0.207
17,12:11:35,4324,2.45,2.45,0.0174,164,0.187,1.06,6,0.5,2.25,12.54,14.09,12.51,399.99,394.93,5.183,5.555,35.42,37.88,299.5,1200,1,99.47,4.99,0.637,1,111114,1,-0.207
18,12:13:06,4415,2.38,2.38,0.0179,175,0.193,1.07,6,0.5,2.25,12.56,14.16,12.51,398.82,393.9,5.179,5.564,35.35,37.88,299.4,1200,1,99.47,5.03,0.636,1,111114,1,-0.207
19,12:15:43,4572.5,3.41,3.41,0.02,310,0.213,1.06,6,0.5,2.25,12.18,14.08,11.94,600.3,593.21,5.13,5.555,35.83,38.79,299.4,1200,1,99.47,3.74,0.642,1,111114,1,-0.207
20,12:18:15,4724,3.72,3.72,0.0184,455,0.197,1.06,6,0.5,2.25,12.16,14.07,11.94,799.54,791.77,5.155,5.547,36.14,38.8,299.5,1200,0,99.46,1.48,0.651,1,111114,1,-0.207
21,12:20:53,4882.5,4.34,4.34,0.0193,615,0.206,1.06,6,0.5,2.25,12.14,14.03,11.94,1001.06,991.96,5.11,5.519,35.77,38.64,299.5,1200,1,99.46,-0.951,0.656,1,111114,1,-0.207
22,12:23:33,5042,4.39,4.39,0.0181,784,0.193,1.06,6,0.5,2.25,12.12,13.96,11.94,1200.02,1190.77,5.098,5.482,35.75,38.44,299.4,1200,1,99.46,-4.21,0.657,0.7,111114,1,-0.207
