Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,9,NA,NA,NA,NA,NA,Ulmusamericana,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,10:27:31,143,8.46,8.46,0.118,254,1.67,1.47,6,0.5,2.25,24.65,25.12,25,400.18,381.97,13.832,17.113,44.91,55.57,299.7,1200,495,101.1,20.8,-0.621,0.7,111114,-9999,-9999
2,10:29:25,257,6.33,6.33,0.121,193,1.67,1.44,6,0.5,2.25,24.38,25.04,24.59,299.79,286.17,14.036,17.322,46.3,57.14,299.8,1199,478,101.1,19.8,-0.573,0.7,111114,-9999,-9999
3,10:32:55,467,4.08,4.08,0.142,140,1.85,1.36,6,0.5,2.25,24.37,24.91,24.62,200.37,191.5,14.184,17.814,46.82,58.81,299.8,1199,444,101.1,18.3,-0.522,0.7,111114,-9999,-9999
4,10:36:25,677,1.27,1.27,0.171,82.6,2.14,1.33,6,0.5,2.25,24.8,24.99,25.2,100.12,97.17,14.114,18.32,45.41,58.95,299.7,1199,476,101.1,16.3,-0.465,0.3,111114,-9999,-9999
5,10:39:55,887,-0.265,-0.265,0.198,52,2.39,1.3,6,0.5,2.25,24.83,25,25.2,50.44,50.72,13.929,18.628,44.72,59.81,299.8,1199,525,101.1,15.4,-0.427,0.7,111114,-9999,-9999
6,10:42:41,1052,7.93,7.93,0.207,309,2.5,1.3,6,0.5,2.25,24.82,24.97,25.19,400.33,382.54,13.637,18.55,43.81,59.6,299.7,1199,517,101.1,21.3,-0.662,0.7,111114,-9999,-9999
7,10:43:41,1113,7.89,7.89,0.203,308,2.48,1.31,6,0.5,2.25,24.84,24.99,25.2,400.35,382.65,13.583,18.456,43.6,59.24,299.8,1199,444,101.1,21.3,-0.649,1,111114,-9999,-9999
8,10:45:48,1240,9.29,9.29,0.19,483,2.39,1.34,6,0.5,2.25,24.84,24.99,25.2,599.37,578.01,13.438,18.141,43.12,58.21,299.8,1199,533,101.1,23.9,-0.742,0.7,111114,-9999,-9999
9,10:47:37,1348,10.2,10.2,0.178,663,2.31,1.38,6,0.5,2.25,24.85,25.04,25.19,800.33,776.36,13.326,17.872,42.75,57.33,299.7,1199,444,101.1,25.8,-0.809,0.7,111114,-9999,-9999
10,10:49:39,1471,10.7,10.7,0.164,843,2.18,1.4,6,0.5,2.25,24.58,24.98,24.71,999.5,973.83,13.256,17.544,43.21,57.18,299.8,1199,445,101.1,27,-0.875,0.7,111114,-9999,-9999
11,10:51:37,1588,10.7,10.7,0.156,1.03E+03,2.09,1.41,6,0.5,2.25,24.54,24.91,24.79,1199.44,1173.14,13.204,17.314,43.14,56.57,299.9,1199,497,101.1,28.2,-0.912,0.7,111114,-9999,-9999
12,10:53:56,1728,11.6,11.6,0.146,1.31E+03,2.01,1.44,6,0.5,2.25,24.67,24.96,25,1500.31,1471.24,13.171,17.123,42.69,55.5,299.8,1199,441,101.1,28.1,-0.992,1,111114,-9999,-9999
13,10:55:49,1841,11.4,11.4,0.138,1.79E+03,1.93,1.46,6,0.5,2.25,24.68,25,25,2000.31,1969.91,13.179,16.98,42.69,55,300.1,1199,459,101.1,28.1,-1.11,1,111114,-9999,-9999
