Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 20c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,77,NA,NA,NA,NA,NA,Cedrelaoderata,NA,NA,NA,-0.00010001,-9999,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.285831856,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
14,5:56:24,3836,0.86,0.86,0.0606,371,0.419,0.695,6,0.5,2.25,11.99,14.19,11.34,400.72,398.66,8.537,9.366,60.2,66.02,300,1200,419,99.18,21.3,-0.573,1,111114,-9999,-9999
15,5:57:56,3928,1.82,1.82,0.0745,254,0.488,0.662,6,0.5,2.25,11.79,14.02,11.21,300.89,296.97,8.552,9.519,61.11,68.04,300.1,1200,419,99.18,18,-0.378,1,111114,-9999,-9999
16,5:59:36,4028,0.787,0.787,0.06,175,0.4,0.67,6,0.5,2.25,11.74,13.93,11.21,200,198.27,8.561,9.353,61.36,67.04,300,1200,418,99.18,16.8,-0.522,1,111114,-9999,-9999
17,6:02:27,4199,-0.738,-0.738,0.0811,115,0.572,0.716,6,0.5,2.25,11.85,13.89,11.4,100.16,101.52,7.713,8.847,54.9,63.01,300,1200,418,99.19,15,-0.438,1,111114,-9999,-9999
18,6:07:12,4483.5,-3.09,-3.09,0.0775,120,0.546,0.714,6,0.5,2.25,11.86,13.87,11.41,49.62,55.74,7.749,8.832,55.11,62.81,300,1200,417,99.2,16.9,-0.377,1,111114,-9999,-9999
19,6:09:48,4639.5,1.88,1.88,0.0895,356,0.621,0.707,6,0.5,2.25,11.85,13.84,11.41,399.23,394.97,7.649,8.88,54.63,63.19,300.1,1200,415,99.2,18.1,-0.59,1,111114,-9999,-9999
20,6:10:58,4710,2.36,2.36,0.112,356,0.75,0.689,6,0.5,2.25,11.99,13.86,11.6,400.38,395.07,7.603,9.088,53.71,64.09,300,1200,412,99.2,17.7,-0.427,1,111114,-9999,-9999
21,6:12:36,4807.5,2.46,2.46,0.112,551,0.752,0.692,6,0.5,2.25,12.13,13.9,11.79,600.02,594.21,7.597,9.086,53.31,63.49,300.1,1200,414,99.2,20.2,-0.52,1,111114,-9999,-9999
22,6:14:49,4941,2.26,2.26,0.105,750,0.735,0.717,6,0.5,2.25,12.17,14,11.79,800.25,794.56,7.491,8.946,52.21,62.33,300.1,1200,414,99.2,22.8,-0.722,1,111114,-9999,-9999
23,6:16:53,5064.5,2.29,2.29,0.0907,941,0.658,0.74,6,0.5,2.25,12.18,14.04,11.79,1000.04,994.16,7.451,8.756,51.89,61.01,300,1200,413,99.21,24.5,-0.749,1,111114,-9999,-9999
24,6:18:55,5186.5,2.67,2.67,0.0837,1.13E+03,0.622,0.756,6,0.5,2.25,12.18,14.09,11.79,1199.69,1192.87,7.409,8.643,51.58,60.22,300.1,1200,414,99.21,24.7,-0.624,1,111114,-9999,-9999
25,6:21:39,5350.5,2.05,2.05,0.0563,1.42E+03,0.446,0.797,6,0.5,2.25,12.17,14.11,11.79,1500.73,1495.29,7.375,8.261,51.39,57.57,300,1200,415,99.2,26.1,-0.663,1,111114,-9999,-9999
