Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,280,NA,NA,NA,NA,NA,Tamarindusindica,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,12:41:45,296.5000524,1.428719186,1.428719186,0.01941209,268.0398132,0.400028217,1.990331672,3.99,0.5,2.99719569,22.05178261,26.26224709,20.21837807,399.5993652,397.4844971,14.07577038,14.60083294,52.02459335,53.96534729,299.5467834,1199.199097,46.34378052,98.39471436,-2.300630331,0.880621374,0.666666687,111114,-9999,-9999
2,12:45:33,524.5000524,1.524422283,1.524422283,0.021030243,173.6923835,0.419194923,1.926691763,3.99,0.5,2.99719569,21.55389404,25.9491272,19.68588638,300.1314697,297.9345398,14.0598278,14.61004829,53.56929016,55.66521072,299.5437622,1200.207642,48.08520508,98.38587952,-1.181550741,0.908414304,1,111114,-9999,-9999
3,12:49:22,754.0000524,1.104292959,1.104292959,0.02534779,123.4189031,0.489937526,1.871672573,3.99,0.5,2.99719569,21.30469513,25.71439362,19.43940926,200.2452545,198.6448059,14.05133915,14.69430447,54.37084198,56.85818863,299.5691223,1199.861816,46.6405983,98.40405273,0.217634439,0.864460409,0.666666687,111114,-9999,-9999
4,12:53:11,983.0000524,0.238392713,0.238392713,0.035276574,85.19020377,0.656335816,1.807984989,3.99,0.5,2.99719569,21.17151451,25.50359344,19.31580162,99.28302002,98.87904358,14.05919456,14.92037582,54.85552979,58.21338654,299.5544434,1199.413086,49.39186096,98.41710663,0.805807352,0.858395994,0.666666687,111114,-9999,-9999
5,12:57:00,1211.500052,-0.604925349,-0.604925349,0.04959346,67.75246753,0.886241773,1.744893337,3.99,0.5,2.99719569,21.08828354,25.348423,19.23658752,48.91492844,49.66201782,14.09184837,15.2542429,55.27096558,59.82739639,299.5681763,1199.033569,46.64353943,98.42751312,1.086714029,0.854538381,0.666666687,111114,-9999,-9999
6,13:00:28,1420.000052,7.960406075,7.960406075,0.06778273,189.7260159,1.162464197,1.684451913,3.99,0.5,2.99719569,21.03684807,25.22483444,19.18986511,400.5733032,389.3676758,14.10253429,15.62666798,55.48834229,61.47962952,299.5637512,1198.692749,48.74361038,98.42775726,-2.008348227,0.831486166,0.666666687,111114,-9999,-9999
7,13:01:51,1503.000052,8.176592183,8.176592183,0.077566424,207.6074261,1.307287254,1.660559129,3.99,0.5,2.99719569,21.02872849,25.19994736,19.17591095,399.7841492,388.2189636,14.10723114,15.82068634,55.53525543,62.27595139,299.602478,1198.630615,46.08262634,98.42938232,-1.73613143,0.840577543,0.666666687,111114,-9999,-9999
8,13:04:13,1645.000053,12.7544629,12.7544629,0.090680071,338.7221033,1.462027679,1.595450092,3.99,0.5,2.99719569,21.14982033,24.9738102,19.41910934,599.8977661,581.7780762,14.1292057,16.04514503,55.20852661,62.69403839,299.5862732,1199.372681,45.87818909,98.42641449,-3.888231039,0.860166967,1,111114,-9999,-9999
9,13:06:29,1781.000053,14.97075627,14.97075627,0.091453635,493.0885675,1.485649496,1.607534715,3.99,0.5,2.99719569,21.09443855,25.08335304,19.25761795,800.2905884,778.8093262,14.18811798,16.13498688,55.74733353,63.24994659,299.5629272,1199.236572,49.11493301,98.41832733,-5.968370438,0.853264272,1,111114,-9999,-9999
