Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.0976007,4.43,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.457469279,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,12:44:09,995,19.4,19.4,0.458,266,7.86,1.98,6,0.5,2.25,31.52,31,30.96,400.17,355.71,10.209,25.566,21.78,54.54,299.3,1200,0,99.16,31.2,0.665,0.7,111114,-9999,-9999
2,12:48:30,1255.5,16.2,16.2,0.882,219,9.02,1.36,6,0.5,2.25,30.52,29.51,29.47,300.52,263.35,10.466,28.04,23.64,63.34,299.3,1200,0,99.16,28.3,0.566,1,111114,-9999,-9999
3,12:52:51,1516.5,10.3,10.3,1.19,153,9.61,1.18,6,0.5,2.25,30.36,29.3,29.29,200.8,176.67,10.699,29.388,24.4,67.01,299.3,1199,0,99.16,25.9,0.553,1,111114,-9999,-9999
4,12:56:23,1729,2.86,2.86,0.726,82,10.1,1.75,6,0.5,2.25,31.96,32.05,32.04,100.09,92.5,11.082,30.657,23.5,63.83,299.3,1199,0,99.16,23.3,0.563,1,111114,-9999,-9999
5,12:57:50,1816,-1.34,-1.34,0.775,53.8,10.3,1.7,6,0.5,2.25,32.19,32.03,32.04,49.99,51.62,11.155,31.109,23.34,63.9,299.4,1199,0,99.16,22.1,0.526,1,111114,-9999,-9999
6,13:00:17,1962.5,21.9,21.9,0.784,282,10.4,1.7,6,0.5,2.25,32.28,32.04,32.03,400.2,349.08,11.059,31.167,22.6,63.7,299.4,1199,0,99.17,30.9,0.559,1,111114,-9999,-9999
7,13:01:19,2025,22,22,0.734,278,10.1,1.73,6,0.5,2.25,32.3,32.05,32.03,399.59,348.53,11.305,30.838,23.5,62.98,299.4,1199,0,99.17,30.7,0.583,1,111114,-9999,-9999
8,13:03:32,2157.5,29.6,29.6,0.638,424,9.58,1.84,6,0.5,2.25,32.32,32.06,32.03,599.84,530.24,11.194,29.818,22.84,60.84,299.4,1199,0,99.17,35.1,0.621,1,111114,-9999,-9999
9,13:06:14,2320,32.7,32.7,0.517,579,8.75,1.98,6,0.5,2.25,32.34,32.07,32.03,799.57,721.29,11.292,28.327,23.01,57.73,299.4,1199,0,99.18,38.6,0.675,1,111114,-9999,-9999
10,13:08:08,2433.5,33.8,33.8,0.467,753,8.33,2.06,6,0.5,2.25,32.34,32.07,32.03,1001.14,918.04,11.36,27.593,23.14,56.22,299.4,1199,0,99.18,42,0.696,1,111114,-9999,-9999
11,13:10:23,2569,33.8,33.8,0.395,921,7.62,2.17,6,0.5,2.25,32.35,32.07,32.03,1199.38,1114.63,11.602,26.47,23.95,53.91,299.4,1199,0,99.18,44.9,0.731,1,111114,-9999,-9999
