Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,27,NA,NA,NA,NA,NA,Pinuspinaster,NA,NA,NA,102.4591634,1.81,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,2.867609656,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
66,16:06:49,14866,1.576516247,1.576516247,0.091107911,312.7549913,4.983165278,6.713189859,11.291,0.5,0.283128162,48.64002609,46.14944458,49.93505096,400.340271,387.131958,17.09812737,35.21214676,14.6982193,30.26676178,299.677887,1200.144897,36.75509644,99.72568512,15.18996525,1.158334732,1,111114,-9999,-9999
67,16:08:32,14969,0.582201779,0.582201779,0.091584223,248.2415997,5.04458365,6.762755167,11.291,0.5,0.283128162,48.73703766,46.35534668,49.93147278,299.3435669,291.6072388,17.47500992,35.80182648,15.17636204,30.62371445,299.6656799,1200.048218,36.71693039,99.72080994,14.58391666,1.176855087,1,111114,-9999,-9999
68,16:10:15,15072,-0.342273226,-0.342273226,0.09463057,183.0139254,5.178048577,6.768723583,11.291,0.5,0.283128162,48.76934433,46.45854187,49.92949677,199.5175629,196.9644012,17.48910904,36.2911644,15.16819286,30.9905014,299.6670837,1200.121826,36.95623398,99.71618652,13.64627934,1.185926437,1,111114,-9999,-9999
69,16:11:58,15175,-1.297860732,-1.297860732,0.098256026,118.05796,5.310995445,6.747679666,11.291,0.5,0.283128162,48.79279327,46.51203156,49.9284668,100.2173615,103.0455551,17.51145554,36.78700638,15.17583084,31.37692642,299.6566162,1199.994507,37.34101486,99.71614075,12.56395054,1.193593979,1,111114,-9999,-9999
70,16:14:33,15330,-1.723510884,-1.723510884,0.103955016,82.19528459,5.477147082,6.673946384,11.291,0.5,0.283128162,48.67021179,46.48851395,49.73380661,49.56461716,54.9252243,17.53458023,37.40045166,15.29513741,32.09757233,299.6572876,1199.82605,36.50089264,99.71798706,11.73216724,1.207906723,1,111114,-9999,-9999
71,16:16:44,15461,1.299757071,1.299757071,0.108217429,322.6457846,5.594817445,6.61994035,11.291,0.5,0.283128162,48.65886307,46.4672699,49.73318481,400.1725464,387.1149902,17.54567337,37.828228,15.31871986,32.48434067,299.6734619,1200.137695,39.49871063,99.71994781,15.19109058,1.220273972,1,111114,-9999,-9999
72,16:17:47,15524,1.324101211,1.324101211,0.110067039,321.9500317,5.638154876,6.589936259,11.291,0.5,0.283128162,48.66047668,46.44001389,49.73315811,399.4848938,386.2895813,17.54805183,37.98493958,15.32124424,32.61632538,299.6653442,1199.861694,36.26039505,99.71801758,15.24913502,1.223264694,1,111114,-9999,-9999
73,16:20:15,15672,2.895380482,2.895380482,0.111798288,464.7880357,5.683791948,6.568563853,11.291,0.5,0.283128162,48.65887833,46.42989349,49.73425674,600.1934204,576.928894,17.54830742,38.14690399,15.32437611,32.75767899,299.6689148,1199.788696,39.07633591,99.7143631,16.28697586,1.221567154,1,111114,-9999,-9999
74,16:22:41,15818.5,4.332888209,4.332888209,0.11435127,610.5136065,5.768799431,6.559746694,11.291,0.5,0.283128162,48.65696335,46.43057632,49.73467636,799.916748,766.9212646,17.33419609,38.23902512,15.07151031,32.83968735,299.666626,1200.225342,39.16444778,99.71417999,16.90526199,1.236276627,1,111114,-9999,-9999
