Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,240,NA,NA,NA,NA,NA,Oryzasativa,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.605,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
12,11:05:13,3585.5,5.56,5.56,0.0918,283,0.83,0.923,6,0.5,2.25,13.58,14.31,13.88,400.11,388.35,5.555,7.202,35.32,45.79,300.3,1199,0,99.23,5.86,0.71,1,111114,-9999,-9999
13,11:07:14,3706.5,3.12,3.12,0.0971,235,0.851,0.897,6,0.5,2.25,13.02,14.13,12.89,298.91,292.18,5.582,7.27,37,47.94,300.4,1200,0,99.23,6.28,0.704,1,111114,-9999,-9999
14,11:09:39,3851,0.644,0.644,0.115,186,0.952,0.855,6,0.5,2.25,12.91,13.86,12.9,199.66,198,5.518,7.406,36.64,49.17,300.4,1201,0,99.23,5.93,0.699,0.7,111114,-9999,-9999
15,11:13:29,4081,-2.04,-2.04,0.135,127,1.07,0.824,6,0.5,2.25,13.54,13.75,13.94,99.14,103,5.495,7.609,35.03,48.5,300.4,1200,0,99.24,5.45,0.693,0.7,111114,-9999,-9999
16,11:16:16,4248.5,-3.69,-3.69,0.145,98.9,1.17,0.84,6,0.5,2.25,13.92,14.09,14.27,49.76,57,5.482,7.795,34.09,48.46,300.4,1199,0,99.23,5.44,0.693,0.7,111114,-9999,-9999
17,11:19:03,4415,8.26,8.26,0.148,284,1.19,0.84,6,0.5,2.25,13.42,14.12,13.48,400.35,382.95,5.465,7.821,35.11,50.23,300.3,1199,0,99.23,6.2,0.707,0.7,111114,-9999,-9999
18,11:20:37,4509.5,8.47,8.47,0.15,281,1.2,0.841,6,0.5,2.25,13.39,14.15,13.49,399.56,381.72,5.461,7.846,35.14,50.48,300.3,1200,0,99.23,6.22,0.706,0.7,111114,-9999,-9999
19,11:23:54,4706.5,14.2,14.2,0.153,406,1.22,0.836,6,0.5,2.25,13.37,14.13,13.49,600.66,570.84,5.454,7.871,35.14,50.72,300.3,1200,0,99.23,5.74,0.726,0.7,111114,-9999,-9999
20,11:27:11,4904,20.9,20.9,0.149,511,1.2,0.839,6,0.5,2.25,13.22,14.1,13.29,800.45,756.91,5.441,7.81,35.41,50.82,300.4,1200,0,99.24,4.05,0.731,0.7,111114,-9999,-9999
21,11:30:29,5101,26.2,26.2,0.137,612,1.12,0.854,6,0.5,2.25,13.2,14.1,13.29,1000.66,946.1,5.43,7.658,35.38,49.9,300.3,1200,0,99.24,2.3,0.736,0.7,111114,-9999,-9999
22,11:33:23,5275.5,29.8,29.8,0.122,717,1.03,0.875,6,0.5,2.25,13.19,14.11,13.29,1200.5,1138.65,5.417,7.466,35.32,48.67,300.4,1200,0,99.24,0.44,0.738,0.7,111114,-9999,-9999
