Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,331,NA,NA,NA,NA,NA,Acerrubrum,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
29,12:43:37,9034,0.045,0.045,0.00177,251,0.026,1.44,6,0.5,2.25,20.46,23.14,19.72,298.64,298.54,13.991,14.042,57.92,58.12,299.4,1200,0,99.96,-4.31,0.725,1,111114,-9999,-9999
30,12:45:15,9132,-0.144,-0.144,0.0018,323,0.0258,1.41,6,0.5,2.25,20.31,22.96,19.74,199.59,199.87,14.009,14.06,58.55,58.76,299.4,1200,0,99.96,-2.69,0.719,1,111114,-9999,-9999
31,12:46:50,9227,-0.0453,-0.0453,0.00203,133,0.0287,1.39,6,0.5,2.25,20.26,22.86,19.74,100.16,100.24,14.023,14.079,58.79,59.02,299.4,1200,0,99.96,-1.84,0.716,1,111114,-9999,-9999
32,12:48:27,9324,-0.181,-0.181,0.00211,184,0.03,1.39,6,0.5,2.25,20.5,22.89,20.13,49.14,49.5,14.041,14.1,58,58.23,299.4,1200,0,99.96,-1.29,0.708,1,111114,-9999,-9999
33,12:51:21,9498.5,0.153,0.153,0.00231,286,0.033,1.4,6,0.5,2.25,20.54,22.95,20.13,400.49,400.16,14.05,14.115,57.91,58.17,299.4,1200,0,99.96,-6.1,0.736,1,111114,-9999,-9999
34,12:52:18,9555,0.112,0.112,0.00207,305,0.0296,1.4,6,0.5,2.25,20.54,22.97,20.13,399.69,399.44,14.065,14.124,57.96,58.19,299.4,1200,0,99.96,-6.01,0.733,1,111114,-9999,-9999
35,12:53:46,9643.5,0.187,0.187,0.00214,446,0.0306,1.4,6,0.5,2.25,20.55,22.97,20.13,598.58,598.17,14.072,14.132,57.96,58.2,299.4,1200,0,99.97,-9.78,0.741,1,111114,-9999,-9999
36,12:55:52,9769,0.247,0.247,0.00236,616,0.0338,1.41,6,0.5,2.25,20.55,23,20.13,800.09,799.55,14.078,14.145,57.96,58.24,299.4,1200,0,99.96,-13.9,0.751,0.7,111114,-9999,-9999
37,12:57:48,9885,0.377,0.377,0.00218,703,0.0312,1.4,6,0.5,2.25,20.55,23,20.13,1000.49,999.67,14.092,14.154,58.03,58.28,299.4,1200,0,99.96,-18.9,0.761,1,111114,-9999,-9999
38,12:59:30,9987.5,0.334,0.334,0.00217,928,0.0311,1.4,6,0.5,2.25,20.55,23,20.13,1200.14,1199.4,14.095,14.156,58.03,58.28,299.4,1200,0,99.96,-23.6,0.765,1,111114,-9999,-9999
39,13:01:49,10126,0.682,0.682,0.00208,945,0.0298,1.41,6,0.5,2.25,20.55,23,20.13,1500.07,1498.61,14.098,14.157,58.05,58.28,299.4,1200,0,99.96,-32.1,0.773,1,111114,-9999,-9999
40,13:04:20,10277,0.821,0.821,0.00243,1.42E+03,0.0348,1.4,6,0.5,2.25,20.55,22.99,20.13,2001.16,1999.38,14.098,14.166,58.03,58.31,299.4,1200,0,99.96,-46.3,0.788,1,111124,-9999,-9999
