Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,309,NA,NA,NA,NA,NA,Betulapapyrifera,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.605,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
34,12:49:47,12288,1.78,1.78,0.0153,199,0.301,1.96,6,0.5,2.25,19.75,22.88,18.98,400,396.19,7.73,8.328,33.62,36.23,299.8,1200,436,100.5,21.3,-0.361,0.3,111114,-9999,-9999
35,12:53:15,12497,1.41,1.41,0.0132,120,0.264,1.98,6,0.5,2.25,19.98,22.96,19.37,300.96,297.98,7.755,8.279,33.26,35.5,299.8,1200,437,100.5,19.4,-0.345,0.3,111114,-9999,-9999
36,12:56:43,12705,0.475,0.475,0.013,135,0.259,1.98,6,0.5,2.25,19.98,22.96,19.37,200.53,199.47,7.782,8.297,33.36,35.56,299.8,1200,437,100.5,17.8,-0.276,0.3,111114,-9999,-9999
37,13:00:11,12913,-0.225,-0.225,0.0129,124,0.258,1.98,6,0.5,2.25,20,23,19.37,99.12,99.52,7.812,8.323,33.45,35.64,299.8,1200,437,100.5,16.2,-0.226,0.3,111114,-9999,-9999
38,13:03:38,13120,-0.181,-0.181,0.0132,78,0.262,1.97,6,0.5,2.25,19.74,22.93,18.97,57.85,58.18,7.822,8.342,34.03,36.29,300.1,1199,436,100.5,14.8,-0.184,0.3,111114,-9999,-9999
39,13:07:06,13328,1.85,1.85,0.0125,151,0.251,1.98,6,0.5,2.25,19.85,22.93,19.18,400.35,396.45,7.714,8.212,33.32,35.47,299.8,1199,438,100.4,21.1,-0.379,0.3,111114,-9999,-9999
40,13:10:34,13536,1.64,1.64,0.0126,179,0.253,1.98,6,0.5,2.25,19.85,22.93,19.18,400.71,397.23,7.711,8.213,33.31,35.48,299.8,1200,438,100.5,21.3,-0.352,0.3,111114,-9999,-9999
41,13:14:02,13744,2.48,2.48,0.012,249,0.242,2,6,0.5,2.25,19.98,22.99,19.41,600.94,595.68,7.655,8.135,32.81,34.86,300,1199,438,100.4,24.3,-0.441,0.3,111114,-9999,-9999
42,13:17:30,13952,3.21,3.21,0.0109,302,0.222,2.01,6,0.5,2.25,20.02,23.02,19.37,799.97,793.19,7.62,8.06,32.57,34.45,299.8,1199,406,100.4,26.2,-0.495,0.3,111114,-9999,-9999
43,13:20:57,14159,3.47,3.47,0.00985,404,0.202,2.03,6,0.5,2.25,20.03,23.05,19.37,1000.43,993.09,7.579,7.979,32.39,34.1,299.8,1199,427,100.4,27.7,-0.556,0.3,111114,-9999,-9999
44,13:24:24,14366,4.03,4.03,0.00925,464,0.19,2.03,6,0.5,2.25,20.03,23.06,19.37,1199.54,1191.02,7.55,7.927,32.26,33.87,299.8,1199,450,100.4,28.4,-0.588,0.7,111114,-9999,-9999
