Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,257,NA,NA,NA,NA,NA,Schizachyriumscoparium,NA,NA,NA,179.4259124,1.36,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.166083881,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
31,11:14:51,9119.5,2.95,2.95,0.0189,127,0.692,3.59,6,0.5,2.25,28.75,32.06,27.41,399.97,393.51,10.635,12.004,26.89,30.36,299.7,1199,376,100.2,23.4,-0.183,0.3,111114,-9999,-9999
32,11:18:20,9329.5,2.55,2.55,0.0228,102,0.838,3.6,6,0.5,2.25,28.09,32.22,26.77,299.49,293.89,10.651,12.307,27.98,32.33,299.8,1199,383,100.2,21.9,-0.148,0.3,111114,-9999,-9999
33,11:21:50,9538.5,2.15,2.15,0.0283,65.4,1.01,3.52,6,0.5,2.25,27.97,32.06,26.66,200.68,195.98,10.661,12.661,28.2,33.5,299.8,1201,430,100.2,19.7,-0.0785,0.3,111114,-9999,-9999
34,11:25:19,9748.5,1.59,1.59,0.0365,41.7,1.27,3.43,6,0.5,2.25,28.39,31.92,27.31,120.22,116.75,10.676,13.182,27.55,34.02,299.8,1200,378,100.2,17.8,-0.0691,0.3,111134,-9999,-9999
35,11:28:49,9958.5,1.13,1.13,0.0391,66.6,1.36,3.42,6,0.5,2.25,28.22,31.94,26.94,121.09,118.51,10.671,13.346,27.82,34.79,299.9,1200,378,100.2,17.7,-0.0643,0.3,111134,-9999,-9999
36,11:32:19,10168.5,0.974,0.974,0.0402,26.5,1.38,3.4,6,0.5,2.25,28.17,31.9,26.93,70.68,68.54,10.676,13.408,27.91,35.06,299.8,1200,415,100.2,16.6,-0.0268,0.3,111134,-9999,-9999
37,11:35:54,10382.5,2.07,2.07,0.0173,187,0.638,3.62,6,0.5,2.25,28.17,32.12,26.91,402.81,398.16,10.545,11.808,27.57,30.87,299.7,1200,375,100.2,23.7,-0.155,0.3,111134,-9999,-9999
38,11:39:22,10591.5,1.62,1.62,0.0138,190,0.514,3.64,6,0.5,2.25,28.12,32.07,26.87,400.39,396.73,10.54,11.556,27.64,30.31,299.9,1200,376,100.2,23.5,-0.0969,0.7,111114,-9999,-9999
39,11:42:52,10800.5,1.76,1.76,0.0114,321,0.425,3.65,6,0.5,2.25,28.1,32.05,26.85,600.28,596.25,10.488,11.329,27.54,29.75,299.8,1201,403,100.2,27.4,-0.201,0.3,111114,-9999,-9999
40,11:46:20,11009.5,2.08,2.08,0.00922,398,0.345,3.65,6,0.5,2.25,28.06,31.97,26.81,800.56,795.85,10.437,11.119,27.47,29.26,299.8,1201,432,100.2,29.9,-0.307,0.3,111114,-9999,-9999
