Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,254,NA,NA,NA,NA,NA,Zeamays,NA,NA,NA,330.257862,1.19,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,6.56e-05,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
11,9:51:43,2438,1.45,1.45,0.0182,262,0.187,1.02,6,0.5,2.25,13.29,14.58,13.06,399.12,396.08,6.057,6.429,39.43,41.86,300.4,1199,0,99.79,5.61,0.696,0.7,111114,-9999,-9999
12,9:54:55,2629.5,1.27,1.27,0.0114,114,0.112,0.97,6,0.5,2.25,11.39,14.14,10.76,298.96,296.35,6.284,6.505,46.41,47.99,300.4,1199,0,99.79,6.79,0.694,1,111114,-9999,-9999
13,9:57:02,2757,0.957,0.957,0.0122,69.1,0.115,0.934,6,0.5,2.25,11.25,13.92,10.76,199.32,197.37,6.409,6.636,47.8,49.45,300.4,1199,0,99.79,6.99,0.694,1,111114,-9999,-9999
14,9:59:18,2892.5,0.732,0.732,0.0127,4.41,0.117,0.911,6,0.5,2.25,11.34,13.85,10.96,99.04,97.55,6.553,6.785,48.59,50.25,300.4,1199,0,99.8,6.71,0.689,1,111114,-9999,-9999
15,10:01:47,3041.5,0.537,0.537,0.0138,-14.6,0.125,0.897,6,0.5,2.25,11.48,13.87,11.16,49.21,48.12,6.71,6.958,49.3,51.06,300.4,1199,0,99.8,6.67,0.688,1,111114,-9999,-9999
16,10:03:36,3151,-0.336,-0.336,0.0155,-52.5,0.138,0.884,6,0.5,2.25,11.48,13.87,11.15,-89.18,-88.49,6.818,7.091,50.06,52.01,300.4,1199,0,99.8,4.8,0.678,1,111114,-9999,-9999
17,10:06:34,3328.5,1.24,1.24,0.0178,281,0.154,0.861,6,0.5,2.25,11.48,13.87,11.16,400.68,398.08,7.004,7.309,51.44,53.61,300.4,1199,0,99.8,6.34,0.713,1,111114,-9999,-9999
18,10:07:38,3393,1.31,1.31,0.0191,282,0.164,0.855,6,0.5,2.25,11.6,13.89,11.35,399.86,397.11,7.06,7.385,51.45,53.75,300.3,1199,0,99.8,6.34,0.712,1,111114,-9999,-9999
19,10:10:06,3540.5,1.63,1.63,0.0193,454,0.164,0.844,6,0.5,2.25,11.63,13.91,11.35,600.57,597.12,7.207,7.531,52.43,54.71,300.4,1199,0,99.79,4.93,0.722,1,111114,-9999,-9999
20,10:12:46,3700.5,2,2,0.0197,623,0.165,0.833,6,0.5,2.25,11.64,13.95,11.35,800.64,796.38,7.346,7.673,53.39,55.69,300.4,1199,0,99.79,3.12,0.735,1,111114,-9999,-9999
