Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,240,NA,NA,NA,NA,NA,Oryzasativa,NA,NA,NA,234.1119898,3.16,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.986653353,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
23,11:07:06,7291.5,2.37,2.37,0.0525,312,0.823,1.56,6,0.5,2.25,19.48,22.98,18.6,399.87,394.48,11.019,12.644,48.18,55.29,300.1,1200,462,99.32,20.9,-0.326,0.7,111114,-9999,-9999
24,11:10:36,7500.5,2.47,2.47,0.0627,224,0.954,1.52,6,0.5,2.25,19.75,22.97,18.98,300.33,294.81,11.142,13.027,47.88,55.98,299.7,1201,462,99.32,19.4,-0.311,0.7,111114,-9999,-9999
25,11:14:05,7710.5,1.71,1.71,0.0725,153,1.07,1.48,6,0.5,2.25,19.78,22.95,18.98,199.94,196.11,11.251,13.366,48.27,57.34,299.8,1201,461,99.31,17.7,-0.251,0.3,111114,-9999,-9999
26,11:17:35,7920.5,0.642,0.642,0.0796,82.3,1.15,1.46,6,0.5,2.25,19.78,22.94,19.01,99.28,97.77,11.365,13.638,48.77,58.52,299.9,1201,459,99.31,15.7,-0.192,0.3,111114,-9999,-9999
27,11:21:05,8130.5,-0.0931,-0.0931,0.0877,48.9,1.24,1.43,6,0.5,2.25,19.8,22.91,18.98,48.19,48.26,11.448,13.891,49.05,59.52,299.8,1201,460,99.31,14.4,-0.165,0.3,111114,-9999,-9999
30,11:30:11,8676.5,3.45,3.45,0.0467,459,0.715,1.52,6,0.5,2.25,19.25,22.88,18.02,600.18,592.42,11.475,12.887,50.89,57.15,299.8,1200,457,99.31,22.6,-0.396,0.3,111114,-9999,-9999
31,11:33:40,8885.5,4.11,4.11,0.043,618,0.667,1.54,6,0.5,2.25,19.49,22.96,18.59,800.26,790.98,11.516,12.835,50.31,56.07,299.8,1200,434,99.32,24.8,-0.485,0.7,111114,-9999,-9999
32,11:37:10,9095.5,4.81,4.81,0.0405,774,0.628,1.54,6,0.5,2.25,19.33,22.93,18.1,1000.08,989.22,11.561,12.801,51,56.48,299.9,1200,462,99.32,25.6,-0.524,0.7,111114,-9999,-9999
33,11:40:39,9304.5,4.78,4.78,0.04,968,0.621,1.54,6,0.5,2.25,19.48,22.96,18.65,1200.44,1189.4,11.619,12.844,50.79,56.15,299.9,1200,473,99.32,27.9,-0.585,0.7,111114,-9999,-9999
