Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,100,NA,NA,NA,NA,NA,Ulmusamericana,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
54,8:38:00,15113,0.209,0.209,0.00814,322,0.488,5.63,6,0.5,2.25,37.98,41.7,36.8,398.77,397.97,24.197,25.149,35.95,37.36,300.1,1200,528,98.81,22.4,0.0144,1,111114,-9999,-9999
55,8:41:49,15342.5,-0.00377,-0.00377,0.00803,273,0.467,5.47,6,0.5,2.25,37.43,41.28,36.23,299.36,299.09,24.108,25.019,36.91,38.31,300.1,1200,526,98.81,20,0.208,0.7,111114,-9999,-9999
56,8:43:21,15434.5,-0.0829,-0.0829,0.00761,199,0.434,5.35,6,0.5,2.25,37.29,41.06,36.08,199.81,199.8,24.358,25.202,37.6,38.87,300.1,1201,526,98.81,21.1,-0.103,1,111114,-9999,-9999
57,8:45:06,15539,-0.465,-0.465,0.00868,175,0.488,5.28,6,0.5,2.25,37.13,40.91,35.92,100.76,101.6,24.302,25.252,37.85,39.3,300.2,1201,528,98.83,19.1,-0.0238,1,111114,-9999,-9999
58,8:46:17,15610,-0.531,-0.531,0.00954,132,0.531,5.24,6,0.5,2.25,37.06,40.8,35.86,49.55,50.56,24.27,25.304,37.94,39.52,300.1,1200,526,98.82,17.5,0.0257,1,111114,-9999,-9999
59,8:50:06,15839,0.435,0.435,0.00982,297,0.545,5.22,6,0.5,2.25,36.97,40.69,35.79,400.76,399.45,23.928,24.989,37.57,39.23,300.1,1200,529,98.82,26,-0.26,1,111114,-9999,-9999
60,8:53:55,16068,0.387,0.387,0.0091,299,0.506,5.24,6,0.5,2.25,36.95,40.68,35.78,399.81,398.64,23.811,24.797,37.42,38.97,300.1,1200,527,98.83,25.9,-0.25,1,111114,-9999,-9999
61,8:55:52,16185,0.983,0.983,0.00881,375,0.5,5.33,6,0.5,2.25,37.61,40.89,36.69,600.7,598.14,23.724,24.698,36,37.45,300.1,1200,526,98.82,29.8,-0.388,1,111114,-9999,-9999
62,8:58:04,16317,1.26,1.26,0.00851,499,0.488,5.39,6,0.5,2.25,37.55,40.98,36.5,800.02,796.72,23.592,24.543,35.91,37.33,300.1,1200,526,98.82,33.3,-0.446,1,111114,-9999,-9999
63,9:00:02,16435,1.59,1.59,0.0081,605,0.467,5.42,6,0.5,2.25,37.56,41.02,36.5,999.23,995.12,23.487,24.398,35.73,37.09,300.1,1200,526,98.8,36.2,-0.528,1,111114,-9999,-9999
64,9:02:06,16559.5,1.89,1.89,0.00785,721,0.454,5.44,6,0.5,2.25,37.57,41.04,36.5,1200.63,1195.77,23.389,24.274,35.56,36.88,300.1,1200,528,98.8,38.6,-0.6,1,111114,-9999,-9999
65,9:04:36,16709.5,2.55,2.55,0.00802,872,0.465,5.45,6,0.5,2.25,37.57,41.05,36.5,1499.6,1493.1,23.26,24.168,35.33,36.7,300.1,1200,526,98.78,41.2,-0.663,1,111114,-9999,-9999
