Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,240,NA,NA,NA,NA,NA,Oryzasativa,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.605,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
34,12:59:28,10440.5,6.06,6.06,0.0686,228,1.86,2.67,6,0.5,2.25,28.26,32.36,26.67,400.82,387.26,18.567,22.199,47.8,57.16,300.2,1200,0,99.22,10.5,0.923,0.7,111114,-9999,-9999
35,13:03:10,10662.5,3.97,3.97,0.0786,197,2.05,2.58,6,0.5,2.25,27.82,32.19,26.25,299.52,290.4,18.592,22.595,49.13,59.72,300.2,1200,0,99.23,10.3,0.924,1,111114,-9999,-9999
36,13:05:56,10828.5,1.5,1.5,0.0759,156,1.94,2.53,6,0.5,2.25,27.58,31.94,26.02,199.97,196.22,18.617,22.415,49.89,60.07,300.2,1201,0,99.23,9.83,0.92,0.7,111114,-9999,-9999
37,13:09:49,11061,-0.498,-0.498,0.0898,105,2.21,2.45,6,0.5,2.25,28.09,31.84,27,99.11,99.66,18.644,22.966,48.49,59.73,300.2,1200,0,99.23,9.02,0.914,0.7,111114,-9999,-9999
38,13:12:40,11232,-1.79,-1.79,0.0858,84.2,2.17,2.51,6,0.5,2.25,28.33,32.02,27.14,49.18,52.54,18.655,22.886,47.85,58.71,300.3,1200,0,99.23,8.51,0.909,0.7,111114,-9999,-9999
39,13:15:22,11394.5,4.98,4.98,0.0609,242,1.64,2.65,6,0.5,2.25,28.21,32.18,26.9,401.07,389.83,18.659,21.873,48.2,56.52,300.3,1200,0,99.22,10.5,0.955,0.7,111114,-9999,-9999
41,13:19:49,11661,7.58,7.58,0.053,329,1.44,2.67,6,0.5,2.25,27.93,32.11,26.55,599.94,583.12,18.668,21.493,49.02,56.44,300.2,1199,0,99.24,10.8,0.97,0.7,111114,-9999,-9999
42,13:22:50,11842.5,11,11,0.0513,401,1.4,2.68,6,0.5,2.25,27.92,32.1,26.55,800.2,776.09,18.639,21.385,48.97,56.19,300.3,1200,0,99.23,10.4,0.984,0.7,111114,-9999,-9999
43,13:25:58,12030.5,14.7,14.7,0.0506,463,1.39,2.69,6,0.5,2.25,27.92,32.13,26.56,1000.66,968.62,18.624,21.343,48.92,56.07,300.3,1199,0,99.23,9.17,0.998,0.7,111114,-9999,-9999
44,13:28:54,12206.5,18.2,18.2,0.0503,533,1.38,2.69,6,0.5,2.25,27.93,32.12,26.55,1201.08,1161.44,18.608,21.317,48.86,55.98,300.2,1199,0,99.23,8.06,1.01,0.7,111114,-9999,-9999
