Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,289,NA,NA,NA,NA,NA,Tamarindusindica,NA,NA,NA,127.9360524,2,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.827332377,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,12:16:13,311.0000189,8.278759169,8.278759169,0.126353908,262.1822635,3.722755462,2.910536246,4.401,0.5,2.844410899,35.87851334,34.82551956,36.2485733,401.1580811,386.8829346,21.86255836,27.18185043,36.4662056,45.25434875,299.6358032,1198.684082,44.42612076,98.72353363,-1.107994795,0.748769641,1,111114,-9999,-9999
2,12:17:50,407.5000189,6.352383111,6.352383111,0.143207918,203.4179127,4.165638147,2.888308276,4.401,0.5,2.844410899,36.09090424,34.94797897,36.43918991,300.5136719,289.4127197,21.84449387,27.79282761,35.9814682,45.73947906,299.6376648,1199.184448,42.37559509,98.72373962,-0.097954512,0.750717044,1,111114,-9999,-9999
3,12:19:21,498.500019,3.143745802,3.143745802,0.138778168,148.6161804,4.071840453,2.908498271,4.401,0.5,2.844410899,36.14313889,35.0418129,36.43951416,200.5539246,194.77211,22.07201004,27.885355,36.4142952,45.76137924,299.663269,1198.980347,42.12500381,98.72439575,1.11397481,0.737291217,1,111114,-9999,-9999
4,12:21:06,604.0000189,0.598477702,0.598477702,0.135765342,86.41001743,4.067030436,2.966350215,4.401,0.5,2.844410899,36.18650055,35.15818787,36.43834686,99.82688141,98.36035919,21.86131859,27.66931915,35.85957336,45.30101776,299.6512756,1199.289063,42.00076675,98.72628784,0.966613054,0.759942889,1,111114,-9999,-9999
5,12:24:56,834.0000185,-0.969107461,-0.969107461,0.112787722,65.79121676,3.484825783,3.03736606,4.401,0.5,2.844410899,35.7859726,35.11969376,35.85092545,53.51136017,54.65499115,21.84700394,26.82801437,36.56259155,44.90113831,299.6433105,1198.857544,43.72084427,98.72337341,1.455569506,0.768134952,0.666666687,111134,-9999,-9999
6,12:27:15,973.0000189,6.933344832,6.933344832,0.101197205,259.3888569,3.191211197,3.088226122,4.401,0.5,2.844410899,35.77576828,35.14888763,35.85219193,401.2175903,389.2105103,21.84426689,26.40738106,36.63212585,44.21929932,299.6559143,1199.729736,41.43320465,98.71795654,0.111148119,0.815198779,1,111134,-9999,-9999
7,12:28:20,1038.000019,7.23398737,7.23398737,0.094069244,244.0298682,2.989771415,3.10535171,4.401,0.5,2.844410899,35.6618309,35.1377182,35.65369415,399.3792725,387.055603,21.92267609,26.19854736,37.05223083,44.14286804,299.6643982,1199.150024,41.30397797,98.71689606,-0.48916316,0.821008563,1,111134,-9999,-9999
8,12:30:28,1166.000019,11.18841038,11.18841038,0.088296919,348.2599686,2.830598868,3.126397677,4.401,0.5,2.844410899,35.63348389,35.12745285,35.65526581,599.6984253,580.8519287,21.9044075,25.95366096,37.072052,43.79798126,299.6638489,1200.073242,41.17484283,98.71292877,-3.019680738,0.836372256,1,111134,-9999,-9999
9,12:32:46,1304.000019,14.2081756,14.2081756,0.086286119,473.9069628,2.775333799,3.135183994,4.401,0.5,2.844410899,35.51895523,35.1000061,35.46855545,801.2770386,777.2420044,21.80537415,25.77633095,37.03153229,43.77601242,299.6609192,1199.233521,40.94311523,98.71627808,-5.56966877,0.820892215,1,111134,-9999,-9999
10,12:34:23,1401.000019,15.96801475,15.96801475,0.085942397,626.2782701,2.753936719,3.12336654,4.401,0.5,2.844410899,35.48723984,35.05210114,35.46066666,1000.705017,973.3143921,21.80306625,25.74388123,37.09440994,43.79645538,299.6349182,1199.375,40.35466766,98.71556854,-7.990872383,0.831331134,1,111134,-9999,-9999
11,12:36:38,1535.500019,17.63486859,17.63486859,0.088033537,788.8621058,2.804286567,3.107141207,4.401,0.5,2.844410899,35.47894669,35.02212524,35.4618721,1199.802612,1169.085938,21.80089569,25.81340218,37.10521698,43.93404388,299.6402588,1199.359497,40.68481445,98.71439362,-10.70156574,0.840637088,1,111134,-9999,-9999
12,12:38:42,1660.000019,19.94968677,19.94968677,0.090687063,1038.120106,2.869203353,3.088830235,4.401,0.5,2.844410899,35.47618103,34.99001312,35.46207047,1500.254272,1464.782837,21.79271507,25.89743614,37.09627533,44.0831337,299.6634216,1198.791748,40.58312988,98.71317291,-15.89700031,0.852077365,1,111134,-9999,-9999
13,12:40:46,1784.000019,21.56516755,21.56516755,0.092184662,1486.462445,2.899996505,3.073021553,4.401,0.5,2.844410899,35.47161102,34.95835876,35.46067047,2000.317627,1960.295532,21.8076992,25.9563694,37.18382263,44.19623184,299.6528015,1200.203979,39.44885254,98.71711731,-24.50722885,0.834390521,1,111134,-9999,-9999
