Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,101,NA,NA,NA,NA,NA,Cedrelaoderta,NA,NA,NA,269.0590682,2.12,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.199720766,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
27,10:11:43,7389.5,3.16,3.16,0.0337,233,0.551,1.62,6,0.5,2.25,21.44,23.15,20.68,399.55,392.8,11.242,12.329,43.72,47.86,300.2,1199,0,99.54,2.58,-0.271,1,111114,-9999,-9999
28,10:13:26,7492.5,1.99,1.99,0.0296,180,0.479,1.6,6,0.5,2.25,21.31,22.99,20.72,299.57,295.31,11.281,12.227,44.2,47.83,300.2,1199,0,99.54,2.35,-0.259,1,111114,-9999,-9999
29,10:15:11,7598,0.837,0.837,0.0259,143,0.421,1.6,6,0.5,2.25,21.29,22.95,20.72,201.06,199.22,11.317,12.148,44.41,47.6,300.2,1199,0,99.54,2.01,-0.255,1,111114,-9999,-9999
30,10:17:00,7707,-0.0877,-0.0877,0.0232,103,0.378,1.6,6,0.5,2.25,21.28,22.94,20.72,99.43,99.53,11.358,12.104,44.57,47.44,300.2,1199,0,99.54,1.49,-0.254,1,111114,-9999,-9999
31,10:18:42,7809,-0.456,-0.456,0.022,83.1,0.359,1.61,6,0.5,2.25,21.29,22.95,20.72,50.55,51.42,11.403,12.111,44.73,47.45,300.2,1199,0,99.54,1.2,-0.25,1,111114,-9999,-9999
32,10:20:56,7943,2.52,2.52,0.0214,198,0.348,1.6,6,0.5,2.25,21.3,22.97,20.72,400.77,395.46,11.459,12.147,44.93,47.57,300.2,1199,0,99.54,2.44,-0.247,1,111114,-9999,-9999
33,10:21:55,8002,2.38,2.38,0.0211,205,0.344,1.61,6,0.5,2.25,21.3,22.99,20.72,399.93,394.9,11.487,12.166,45.02,47.63,300.2,1199,0,99.55,2.68,-0.247,1,111114,-9999,-9999
34,10:23:48,8115,3.61,3.61,0.0203,293,0.331,1.61,6,0.5,2.25,21.32,23.02,20.72,599.41,591.8,11.539,12.193,45.19,47.7,300.2,1199,0,99.55,2.74,-0.246,1,111114,-9999,-9999
35,10:26:17,8264,4.03,4.03,0.0187,427,0.306,1.61,6,0.5,2.25,21.33,23.05,20.72,799.55,791.01,11.606,12.211,45.42,47.74,300.2,1199,0,99.55,2.75,-0.246,1,111114,-9999,-9999
36,10:28:06,8372.5,4.48,4.48,0.0176,559,0.289,1.62,6,0.5,2.25,21.33,23.08,20.72,1000.44,990.91,11.64,12.211,45.51,47.72,300.2,1199,0,99.54,2.52,-0.244,1,111114,-9999,-9999
37,10:30:02,8489,4.69,4.69,0.0148,656,0.244,1.62,6,0.5,2.25,21.34,23.09,20.72,1200.18,1190.24,11.712,12.194,45.79,47.63,300.2,1199,0,99.55,1.88,-0.24,1,111114,-9999,-9999
38,10:32:39,8645.5,5.07,5.07,0.0109,713,0.181,1.63,6,0.5,2.25,21.35,23.12,20.72,1499.26,1488.6,11.802,12.161,46.13,47.48,300.2,1199,0,99.55,0.516,-0.241,1,111114,-9999,-9999
39,10:35:14,8800.5,6.05,6.05,0.0089,858,0.149,1.64,6,0.5,2.25,21.35,23.14,20.72,2000.79,1988.1,11.843,12.137,46.21,47.36,300.2,1200,0,99.55,-2.23,-0.239,1,111114,-9999,-9999
