Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 20c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,289,NA,NA,NA,NA,NA,Betulapapyrifera,NA,NA,NA,105.3882149,1.04,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.437018638,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,10:05:54,510.5,4.77,4.77,0.0336,153,0.511,1.51,6,0.5,2.25,19.54,20.52,20.05,399.39,389.44,8.232,9.246,35.82,40.23,299.4,1200,0,99.24,6.41,0.744,0.7,111114,0.7,-0.207
2,10:09:23,720,3.75,3.75,0.0287,76.7,0.429,1.48,6,0.5,2.25,16.5,20.19,15.18,299.66,291.9,8.209,9.06,43.31,47.7,299.4,1200,0,99.23,6.99,0.741,1,111114,1,-0.207
3,10:11:38,855,2.72,2.72,0.03,44.2,0.442,1.46,6,0.5,2.25,16.32,20.07,15.24,199.73,194.1,8.159,9.037,43.55,48.15,299.4,1199,0,99.23,7.19,0.728,1,111114,1,-0.207
4,10:13:57,993.5,1.58,1.58,0.031,11.5,0.455,1.45,6,0.5,2.25,16.28,20.02,15.25,98.93,95.67,8.128,9.031,43.53,48.26,299.4,1199,0,99.24,7.09,0.72,1,111114,1,-0.207
5,10:16:33,1150,1.16,1.16,0.0343,-8.94,0.501,1.45,6,0.5,2.25,16.26,20.01,15.25,48.65,46.28,8.066,9.06,43.22,48.45,299.4,1199,0,99.24,6.82,0.715,1,111114,1,-0.207
6,10:18:58,1294.5,5.21,5.21,0.0373,156,0.542,1.44,6,0.5,2.25,16.26,19.98,15.25,399.8,388.94,8.037,9.112,43.1,48.73,299.5,1201,0,99.24,7.17,0.728,1,111114,1,-0.207
7,10:20:01,1357.5,5.22,5.22,0.0392,166,0.566,1.43,6,0.5,2.25,16.26,19.96,15.25,399.15,388.25,8.021,9.146,43.03,48.91,299.4,1200,0,99.24,7.23,0.728,1,111114,1,-0.207
8,10:22:35,1512,6.72,6.72,0.0438,326,0.626,1.42,6,0.5,2.25,16.26,19.93,15.25,600.47,586.26,7.963,9.206,42.72,49.26,299.4,1200,0,99.24,6.37,0.731,1,111114,1,-0.207
9,10:25:13,1669.5,7.41,7.41,0.0452,503,0.642,1.41,6,0.5,2.25,16.25,19.88,15.25,799.9,784.05,7.947,9.222,42.69,49.37,299.5,1200,0,99.25,4.89,0.74,1,111114,1,-0.207
10,10:27:53,1830,8.17,8.17,0.0461,675,0.656,1.42,6,0.5,2.25,16.24,19.88,15.25,1000.43,982.77,7.886,9.188,42.35,49.21,299.4,1200,0,99.24,2.81,0.741,1,111114,1,-0.207
11,10:30:25,1981.5,8.68,8.68,0.0468,856,0.667,1.42,6,0.5,2.25,16.24,19.87,15.25,1200.03,1181.06,7.819,9.144,41.88,48.98,299.4,1200,0,99.24,0.43,0.746,1,111114,1,-0.207
