Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,326,NA,NA,NA,NA,NA,Elymuscanadensis,NA,NA,NA,170.5967611,1.49,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.813275296,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
47,14:09:30,13906,1.19,1.19,0.0228,277,1.5,6.36,6,0.5,2.25,38.78,41.12,37.66,400.2,396.64,12.058,15,17.52,21.71,300.4,1201,0,100.5,-1.23,0.89,1,111114,-9999,-9999
48,14:11:07,14002.5,0.851,0.851,0.0226,210,1.46,6.28,6,0.5,2.25,38.64,40.92,37.68,299.7,297.13,12.072,14.951,17.69,21.81,300.4,1201,0,100.5,-0.457,0.894,1,111114,-9999,-9999
49,14:12:38,14094,0.51,0.51,0.0244,146,1.56,6.21,6,0.5,2.25,38.63,40.76,37.89,198.99,197.36,11.926,15.002,17.41,21.9,300.4,1201,0,100.5,0.87,0.879,1,111114,-9999,-9999
50,14:15:08,14243.5,-0.28,-0.28,0.0279,106,1.78,6.19,6,0.5,2.25,39.59,40.82,39.29,100.37,100.57,11.999,15.491,16.73,21.48,300.4,1201,0,100.5,4.01,0.835,1,111114,-9999,-9999
51,14:16:28,14323.5,-0.266,-0.266,0.032,57.6,2.04,6.18,6,0.5,2.25,39.82,40.88,39.45,49.32,49.65,11.841,15.843,16.21,21.68,300.4,1201,0,100.5,3.74,0.821,1,111114,-9999,-9999
52,14:18:39,14455,1.22,1.22,0.0345,303,2.19,6.17,6,0.5,2.25,39.91,40.94,39.45,400.29,396.13,11.847,16.146,16.21,22,300.3,1201,0,100.5,2.93,0.844,1,111114,-9999,-9999
53,14:19:41,14516.5,1.49,1.49,0.0338,288,2.15,6.19,6,0.5,2.25,39.92,40.98,39.44,399.29,394.61,11.874,16.107,16.25,21.93,300.4,1201,0,100.5,2.13,0.851,1,111114,-9999,-9999
54,14:21:29,14625,2.48,2.48,0.0327,417,2.1,6.25,6,0.5,2.25,39.94,41.06,39.44,599.45,592.01,11.745,15.879,15.98,21.61,300.4,1201,0,100.5,-0.112,0.864,1,111114,-9999,-9999
55,14:23:09,14724.5,3.19,3.19,0.0296,546,1.93,6.31,6,0.5,2.25,39.95,41.15,39.44,800.46,791.04,11.794,15.584,16.11,21.19,300.5,1201,0,100.5,-2.14,0.878,1,111114,-9999,-9999
56,14:25:01,14837,4.31,4.31,0.0278,652,1.82,6.33,6,0.5,2.25,39.48,41.12,38.63,1001.02,988.81,11.715,15.29,16.39,21.32,300.4,1201,0,100.5,-5.98,0.89,1,111114,-9999,-9999
57,14:26:44,14939.5,4.77,4.77,0.0276,803,1.79,6.31,6,0.5,2.25,39.38,41.03,38.66,1200.6,1186.84,11.641,15.164,16.32,21.26,300.4,1201,0,100.5,-8.63,0.901,1,111114,-9999,-9999
58,14:29:11,15087,5.24,5.24,0.0276,1.04E+03,1.78,6.27,6,0.5,2.25,39.34,40.92,38.66,1499.3,1483.56,11.609,15.114,16.34,21.24,300.4,1201,0,100.5,-13.7,0.915,1,111114,-9999,-9999
59,14:31:35,15231,6.47,6.47,0.0289,1.44E+03,1.85,6.22,6,0.5,2.25,39.33,40.84,38.71,2001.07,1980.82,11.543,15.185,16.22,21.34,300.4,1201,0,100.5,-24.9,0.931,0.7,111114,-9999,-9999
