Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,260,NA,NA,NA,NA,NA,Zeamays,NA,NA,NA,395.220363,2.92,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.502132566,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
21,11:03:02,7234,11.8,11.8,0.0533,9.56,0.837,1.58,6,0.5,2.25,19.46,23.54,18.05,401.31,376.96,11.588,13.244,51.33,58.66,299.4,1199,1,100.5,8.27,0.806,1,111114,-9999,-9999
22,11:06:52,7464,11.6,11.6,0.0623,-32.3,0.95,1.54,6,0.5,2.25,19.07,23.44,17.68,299.35,275.58,11.598,13.476,52.62,61.13,299.4,1199,1,100.5,8.37,0.821,1,111114,-9999,-9999
23,11:09:51,7643,10.4,10.4,0.0735,-57.1,1.06,1.46,6,0.5,2.25,18.91,23.15,17.54,197.81,176.63,11.696,13.783,53.79,63.16,299.4,1200,1,100.5,8.03,0.819,1,111114,-9999,-9999
24,11:12:16,7788.5,9.26,9.26,0.0997,-73.4,1.34,1.38,6,0.5,2.25,18.84,22.94,17.48,99.67,80.9,11.614,14.254,53.48,65.62,299.4,1200,1,100.5,7.34,0.812,0.7,111114,-9999,-9999
25,11:15:01,7953.5,8.59,8.59,0.137,-73.2,1.68,1.28,6,0.5,2.25,18.81,22.76,17.46,49.44,32.11,11.622,14.931,53.62,68.88,299.3,1200,1,100.5,6.99,0.796,0.7,111114,-9999,-9999
26,11:18:52,8184.5,0.993,0.993,0.238,-86.5,2.81,1.29,6,0.5,2.25,18.81,22.39,17.48,-79.42,-80.96,8.69,14.244,40.09,65.71,299.3,1201,1,100.5,5.27,0.784,1,111104,-9999,-9999
27,11:24:04,8496,11,11,0.171,258,2.41,1.49,6,0.5,2.25,19.6,22.89,18.56,398.61,374.8,8.247,13.007,36.65,57.13,299.3,1201,1,100.5,8.19,0.811,1,111114,-9999,-9999
28,11:25:21,8573.5,11.4,11.4,0.143,233,2.16,1.58,6,0.5,2.25,19.53,23.06,18.37,400.15,375.67,8.155,12.423,36.27,54.8,299.4,1200,1,100.5,8.38,0.814,1,111114,-9999,-9999
29,11:29:11,8803.5,11.6,11.6,0.0821,330,1.44,1.79,6,0.5,2.25,19.26,23.36,17.95,601.22,576.33,8.052,10.9,36.11,48.89,299.3,1200,1,100.5,8.07,0.827,1,111114,-9999,-9999
30,11:33:01,9033.5,11.6,11.6,0.0472,360,0.907,1.93,6,0.5,2.25,19.32,23.6,18.02,800.89,776.3,8.06,9.861,36.01,44.07,299.3,1199,1,100.5,6.73,0.834,1,111114,-9999,-9999
