Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,347,NA,NA,NA,NA,NA,Poapratensis,NA,NA,NA,142.072961,1.79,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.947512471,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
27,13:05:53,7981,2.43,2.43,0.0736,329,1.21,1.67,6,0.5,2.25,21.72,22.96,21.7,399.41,393.59,9.019,11.417,34.61,43.82,299.9,1200,321,100.1,21.2,-0.319,0.7,111114,-9999,-9999
28,13:09:23,8191,1.8,1.8,0.0674,245,1.13,1.7,6,0.5,2.25,21.46,22.94,21.31,300.2,295.92,8.835,11.079,34.46,43.21,299.7,1200,378,100.1,19.5,-0.245,0.7,111114,-9999,-9999
29,13:12:53,8401,0.95,0.95,0.0645,169,1.1,1.73,6,0.5,2.25,21.47,22.95,21.32,200.3,197.97,8.642,10.824,33.69,42.19,299.9,1200,321,100.1,18,-0.189,0.3,111114,-9999,-9999
30,13:16:23,8610,0.28,0.28,0.0635,89.1,1.09,1.74,6,0.5,2.25,21.44,22.9,21.29,99.73,98.95,8.495,10.658,33.17,41.61,299.7,1200,322,100.1,15.8,-0.118,0.3,111114,-9999,-9999
31,13:19:52,8820,-0.271,-0.271,0.0637,55.7,1.11,1.76,6,0.5,2.25,21.59,23.01,21.58,49.83,50.26,8.377,10.579,32.4,40.91,299.9,1200,352,100.1,14.8,-0.073,0.3,111114,-9999,-9999
32,13:23:02,9010,2.7,2.7,0.0632,314,1.11,1.77,6,0.5,2.25,21.47,22.94,21.29,400.55,394.28,8.178,10.376,31.87,40.44,299.8,1200,368,100.1,21.1,-0.26,0.3,111114,-9999,-9999
33,13:26:32,9220,2.55,2.55,0.0607,315,1.08,1.79,6,0.5,2.25,21.49,22.99,21.32,399.78,393.82,8.101,10.24,31.53,39.86,299.8,1200,320,100.1,21.2,-0.271,0.7,111114,-9999,-9999
34,13:28:50,9358,3.69,3.69,0.0599,475,1.06,1.79,6,0.5,2.25,21.23,22.91,20.93,600.06,591.42,8.019,10.125,31.71,40.03,300,1200,336,100.1,23.8,-0.33,0.7,111114,-9999,-9999
35,13:32:19,9567,4.83,4.83,0.0565,628,1.03,1.83,6,0.5,2.25,21.47,23.07,21.34,800.39,789.11,7.948,9.987,30.95,38.9,299.8,1200,397,100,25.4,-0.397,0.7,111114,-9999,-9999
36,13:35:49,9777,5.26,5.26,0.0539,802,0.984,1.83,6,0.5,2.25,21.47,22.99,21.31,1000.71,988.24,7.886,9.835,30.72,38.31,299.8,1200,319,100,26.9,-0.454,0.7,111114,-9999,-9999
37,13:39:19,9987,5.14,5.14,0.0523,994,0.963,1.85,6,0.5,2.25,21.6,23.02,21.52,1199.62,1187.04,7.838,9.747,30.27,37.65,299.8,1200,318,100,28.3,-0.489,0.7,111114,-9999,-9999
38,13:42:49,10197,6.2,6.2,0.0505,1.24E+03,0.931,1.85,6,0.5,2.25,21.21,22.95,20.85,1500.62,1485.45,7.786,9.63,30.8,38.09,299.9,1200,369,99.99,28.8,-0.545,0.7,111114,-9999,-9999
39,13:46:19,10407,6.52,6.52,0.0498,1.71E+03,0.923,1.86,6,0.5,2.25,21.45,22.96,21.31,2000.37,1983.65,7.71,9.54,30.05,37.18,299.8,1200,317,99.97,28.8,-0.636,0.7,111114,-9999,-9999
