Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,267,NA,NA,NA,NA,NA,Schizachyriumscoparium,NA,NA,NA,212.7228698,1.96,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.204434332,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
11,10:35:21,3782.5,6.22,6.22,0.07,238,0.578,0.839,6,0.5,2.25,12.74,13.86,12.19,401.01,388.12,6.376,7.525,43.03,50.77,299.8,1201,409,99.74,19.4,-0.308,0.7,111114,0.7,-0.207
12,10:38:50,3991.5,5.97,5.97,0.0734,151,0.609,0.844,6,0.5,2.25,13.85,13.99,13.74,300.29,287.99,6.4,7.609,40.19,47.78,299.9,1201,444,99.74,17.9,-0.276,0.3,111114,1,-0.207
13,10:42:20,4201.5,5.44,5.44,0.0744,67.7,0.615,0.842,6,0.5,2.25,13.88,14.01,13.63,200.78,189.66,6.435,7.657,40.31,47.96,299.8,1201,402,99.74,16.4,-0.238,0.3,111114,1,-0.207
14,10:46:05,4426.5,4.55,4.55,0.0806,206,0.659,0.835,6,0.5,2.25,14.27,14.02,14.32,311.78,302.27,6.422,7.731,39.24,47.23,300,1201,394,99.74,18.9,-0.29,0.3,111114,1,-0.207
15,10:49:35,4636.5,4.73,4.73,0.0833,77.9,0.667,0.819,6,0.5,2.25,13.61,13.94,13.34,182.93,173.24,6.484,7.809,41.33,49.77,299.9,1199,408,99.73,16.4,-0.235,0.3,111114,1,-0.207
16,10:53:04,4845.5,4.27,4.27,0.0883,45.8,0.697,0.809,6,0.5,2.25,13.41,13.93,13.16,135.7,126.98,6.516,7.9,42.08,51.02,300,1199,444,99.73,15.2,-0.209,0.7,111114,1,-0.207
17,10:56:39,5060.5,5.45,5.45,0.0941,292,0.744,0.812,6,0.5,2.25,13.55,13.99,13.34,403.58,392.09,6.461,7.937,41.36,50.8,299.9,1199,388,99.72,19.6,-0.35,0.7,111114,1,-0.207
18,10:58:43,5184.5,5.03,5.03,0.0973,300,0.761,0.805,6,0.5,2.25,13.55,13.98,13.34,400.89,390.23,6.482,7.994,41.48,51.16,299.8,1199,388,99.73,19.3,-0.353,0.7,111114,1,-0.207
19,11:02:12,5393.5,5.59,5.59,0.102,490,0.799,0.81,6,0.5,2.25,13.46,14.07,13.15,600.62,588.49,6.448,8.033,41.5,51.7,299.9,1200,403,99.72,21.5,-0.429,0.7,111114,1,-0.207
20,11:05:41,5602.5,5.46,5.46,0.099,685,0.805,0.837,6,0.5,2.25,12.21,14.33,11.12,798.23,786.04,6.446,8.044,45.04,56.2,299.9,1199,428,99.72,23.8,-0.467,0.7,111114
