Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,69,NA,NA,NA,NA,NA,Glycinemax,NA,NA,NA,377.2105955,5.34,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.223075655,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
40,15:23:07,10580,11.02276788,11.02276788,0.220449968,274.5404628,4.661805292,2.223686146,6,0.5,2.25,32.21584702,31.84830666,32.34064484,398.6914063,373.130188,16.15743446,25.25863266,33.60030746,51.94011688,299.5685425,1198.619263,40.37669754,99.39379883,12.73354912,0.942296028,1,111114,-9999,-9999
41,15:24:58,10691.5,8.677305642,8.677305642,0.236078396,206.4499338,4.954831019,2.22075185,6,0.5,2.25,32.26661301,31.87487602,32.32448959,299.587616,279.4342651,15.68742943,25.36000824,32.3844223,51.99566269,299.5587769,1199.788086,34.17004776,99.39341736,12.18874931,0.942650795,1,111114,-9999,-9999
42,15:26:43,10796.5,5.302009173,5.302009173,0.246270365,143.4510838,5.128731352,2.212475637,6,0.5,2.25,32.29751587,31.88985825,32.32394028,199.6916962,187.1503601,15.47287369,25.48301697,31.89618683,52.1590004,299.5782776,1199.734863,34.26012802,99.39639282,11.66563225,0.947329521,1,111114,-9999,-9999
43,15:28:30,10903.5,1.451672035,1.451672035,0.257510746,83.65708695,5.312427785,2.201482228,6,0.5,2.25,32.32244873,31.90081406,32.32383728,100.7694168,96.83139801,15.25385475,25.62189674,31.41324997,52.37130356,299.5539551,1199.77417,34.6860466,99.40166473,10.54913902,0.947587013,1,111114,-9999,-9999
44,15:31:03,11056.5,-0.827128532,-0.827128532,0.274524181,53.70657746,5.573839261,2.181122907,6,0.5,2.25,32.35303116,31.90154648,32.32406998,49.15143204,50.24713516,14.9532671,25.8287468,30.75552559,52.70298767,299.56604,1199.435791,34.03968048,99.401474,9.949647903,0.953595161,1,111114,-9999,-9999
45,15:33:58,11231.5,12.32823073,12.32823073,0.297497001,286.2583656,5.905342143,2.15160723,6,0.5,2.25,32.37779236,31.87760162,32.32603455,400.7866821,371.6999817,14.54224586,26.06105423,29.70382309,53.1024704,299.5852966,1199.190918,34.25096512,99.40099335,12.51007271,0.964140892,1,111114,-9999,-9999
46,15:35:01,11294.5,12.30697455,12.30697455,0.301946585,286.3585342,5.944962924,2.137767785,6,0.5,2.25,32.3792305,31.859869,32.32705307,399.6641235,370.6030273,14.55757999,26.15279198,29.91733932,53.28559875,299.5798035,1199.427002,41.33620834,99.39942169,12.5857563,0.975840569,1,111114,-9999,-9999
47,15:37:21,11434.5,16.31231305,16.31231305,0.307710776,448.0816057,6.042598581,2.136763872,6,0.5,2.25,32.39300537,31.85933304,32.32341385,599.9874268,560.5335693,14.37856007,26.164011,29.53089714,53.26316071,299.5812378,1199.26001,34.82417679,99.38967133,12.86847115,0.982327461,1,111114,-9999,-9999
48,15:39:59,11592.5,18.41218617,18.41218617,0.283855875,614.0210985,5.827866314,2.213597146,6,0.5,2.25,32.40528107,31.92886353,32.32710648,799.5839844,753.9105225,14.20658588,25.57953644,29.15214539,52.04027939,299.5946655,1198.903687,34.69250107,99.38778687,12.74267769,0.982754707,1,111114,-9999,-9999
49,15:42:15,11728.5,19.64557595,19.64557595,0.247565821,777.5181507,5.420778611,2.327562401,6,0.5,2.25,32.41155624,32.01718521,32.32733154,999.2003174,949.5514526,14.08752155,24.67501831,28.88079071,50.18013,299.6187439,1199.074585,37.88883972,99.37854767,12.19781685,0.981160164,1,111114,-9999,-9999
50,15:44:32,11865,19.85445385,19.85445385,0.202117177,935.780071,4.77986463,2.468996901,6,0.5,2.25,32.42844391,32.1368866,32.32333755,1198.233765,1147.486328,14.2326498,23.57964897,29.29003716,47.90686417,299.592865,1198.723267,34.68310928,99.3741684,11.32428169,0.970459938,1,111114,-9999,-9999
