Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,105,NA,NA,NA,NA,NA,Quercusvirginiana,NA,NA,NA,145.0499247,2.18,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.89198198,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
45,14:45:46,10512,8.15,8.15,0.104,239,2.58,2.49,6,0.5,2.25,30.22,31.72,29.37,399.8,381.5,17.077,22.129,39.48,51.16,299.6,1199,52,99.73,25.2,-0.0237,1,111114,-9999,-9999
46,14:47:58,10643.5,6.38,6.38,0.124,190,2.97,2.44,6,0.5,2.25,30.2,31.75,29.63,300.12,285.65,16.977,22.782,39.3,52.72,299.6,1200,51,99.73,23.4,-0.0309,0.7,111114,-9999,-9999
47,14:51:28,10853.5,4.08,4.08,0.186,146,4.01,2.24,6,0.5,2.25,31.89,31.83,31.96,199.43,189.73,17.083,24.916,36.24,52.37,299.6,1200,52,99.73,21.5,-0.0729,1,111114,-9999,-9999
48,14:53:10,10955.5,0.79,0.79,0.206,87.8,4.35,2.22,6,0.5,2.25,32.17,31.94,32.12,100.26,97.83,17.019,25.508,35.55,52.76,299.6,1200,51,99.73,19.3,-0.0839,1,111114,-9999,-9999
49,14:55:03,11068.5,-1.11,-1.11,0.22,58.4,4.57,2.19,6,0.5,2.25,32.24,31.99,32.12,49.84,51.59,16.939,25.858,35.27,53.27,299.6,1200,52,99.73,18.1,-0.0839,1,111114,-9999,-9999
50,14:57:13,11198.5,9.58,9.58,0.217,290,4.63,2.25,6,0.5,2.25,32.28,32.08,32.12,401.46,378.77,16.484,25.521,33.89,52.48,299.6,1200,52,99.73,25.1,-0.0544,0.7,111114,-9999,-9999
51,15:01:03,11429,5.26,5.26,0.0519,208,1.54,2.92,6,0.5,2.25,29.82,32.28,28.56,399.94,388.22,16.309,19.329,38.55,45.7,299.6,1200,52,99.73,25,0.0726,0.7,111114,-9999,-9999
52,15:02:59,11545,7.92,7.92,0.0441,270,1.3,2.9,6,0.5,2.25,29.23,32.02,28.2,600.52,583.14,16.261,18.821,39.88,46.05,299.6,1200,52,99.73,27.8,0.0798,1,111114,-9999,-9999
53,15:05:57,11722.5,9.5,9.5,0.0359,323,1.07,2.93,6,0.5,2.25,29.1,31.85,28.22,799.65,778.97,16.037,18.145,39.55,44.75,299.6,1200,52,99.73,29.9,0.078,1,111114,-9999,-9999
54,15:08:06,11852,11,11,0.0329,402,0.972,2.9,6,0.5,2.25,29.36,31.62,28.6,1000.45,976.53,15.912,17.823,38.65,43.3,299.6,1200,52,99.73,31.8,0.0741,0.7,111114,-9999,-9999
55,15:10:02,11967.5,12,12,0.0287,457,0.897,3.05,6,0.5,2.25,29.82,32.1,29.19,1200.72,1174.55,15.792,17.556,37.36,41.53,299.6,1200,52,99.74,33.2,0.0733,1,111114,-9999,-9999
56,15:12:40,12125.5,12.4,12.4,0.0235,566,0.748,3.1,6,0.5,2.25,29.73,32.14,28.99,1498.91,1471.79,15.703,17.175,37.4,40.83,299.6,1200,52,99.74,34.9,0.081,1,111114,-9999,-9999
57,15:15:05,12270.5,14.5,14.5,0.0212,795,0.684,3.15,6,0.5,2.25,29.49,32.2,28.6,2000.88,1969.23,15.511,16.857,37.4,40.65,299.6,1200,52,99.74,35.1,0.0896,1,111114,-9999,-9999
