Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,317,NA,NA,NA,NA,NA,Betulapapyrifera,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
34,13:31:50,13657,-0.145,-0.145,0.0084,408,0.256,3,6,0.5,2.25,28.08,31.89,27.14,399.91,400,16.743,17.246,44.49,45.83,299.8,1201,417,101.3,23.9,-0.345,0.7,111114,-9999,-9999
35,13:35:17,13864,-0.154,-0.154,0.00858,314,0.262,3,6,0.5,2.25,28.62,31.93,27.92,299.94,300.09,16.783,17.298,43.24,44.56,299.6,1201,442,101.3,22,-0.276,0.3,111114,-9999,-9999
36,13:38:44,14071,-0.53,-0.53,0.00806,294,0.246,3.01,6,0.5,2.25,28.64,31.94,27.92,199.26,200.22,16.792,17.276,43.19,44.44,299.8,1200,395,101.3,20.1,-0.219,0.3,111114,-9999,-9999
37,13:42:12,14279,-0.58,-0.58,0.00822,207,0.252,3.01,6,0.5,2.25,28.66,31.97,27.93,100.42,101.53,16.809,17.304,43.19,44.46,299.7,1200,395,101.3,17.8,-0.131,0.3,111114,-9999,-9999
38,13:45:40,14486,-0.583,-0.583,0.00753,169,0.23,3.01,6,0.5,2.25,28.43,31.92,27.5,48.4,49.54,16.805,17.257,43.76,44.94,299.7,1200,406,101.3,16.3,-0.0773,0.3,111114,-9999,-9999
39,13:49:07,14693,-0.0279,-0.0279,0.00727,388,0.224,3.03,6,0.5,2.25,28.67,31.95,27.92,401.19,401.07,16.646,17.086,42.74,43.87,300,1201,426,101.3,23.7,-0.31,0.3,111114,-9999,-9999
41,13:56:00,15107,0.189,0.189,0.00694,527,0.216,3.06,6,0.5,2.25,28.69,32,27.92,599.37,598.73,16.542,16.966,42.4,43.49,299.8,1201,396,101.3,26.8,-0.382,0.3,111114,-9999,-9999
42,13:59:27,15313,0.28,0.28,0.00638,692,0.198,3.05,6,0.5,2.25,28.55,31.92,27.72,800.37,799.49,16.458,16.847,42.54,43.55,299.8,1201,398,101.3,29.5,-0.483,0.3,111114,-9999,-9999
43,14:02:53,15520,0.654,0.654,0.0061,783,0.189,3.05,6,0.5,2.25,28.38,31.91,27.49,1001.13,999.44,16.409,16.781,42.82,43.8,299.8,1200,414,101.3,31.4,-0.533,0.3,111114,-9999,-9999
44,14:06:20,15727,0.279,0.279,0.00625,1.07E+03,0.195,3.07,6,0.5,2.25,28.07,31.97,26.88,1200.14,1199.11,16.363,16.748,43.48,44.51,299.8,1199,441,101.3,33.9,-0.578,0.3,111114,-9999,-9999
