Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,267,NA,NA,NA,NA,NA,Schizachyriumscoparium,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
11,11:35:18,3702,4.69,4.69,0.0505,233,0.521,1.04,6,0.5,2.25,13.52,14.8,13.87,399.6,389.79,5.506,6.543,35.26,41.91,299.4,1201,1,99.58,5.6,0.679,0.7,111114,0.7,-0.207
12,11:39:08,3932,4.23,4.23,0.0463,138,0.465,1.01,6,0.5,2.25,11.6,14.43,10.76,299.38,290.64,5.504,6.431,39.98,46.71,299.4,1200,0,99.57,6.43,0.667,1,111114,1,-0.207
13,11:41:22,4066.5,3.89,3.89,0.0466,53.7,0.452,0.974,6,0.5,2.25,11.47,14.09,10.76,199.61,191.64,5.525,6.424,40.57,47.05,299.5,1201,0,99.57,6.44,0.657,1,111114,1,-0.207
14,11:43:59,4223,3.5,3.5,0.0497,-23.5,0.464,0.939,6,0.5,2.25,11.41,13.75,10.96,99,91.89,5.501,6.424,40.47,47.26,299.4,1200,1,99.57,6.35,0.651,1,111114,1,-0.207
15,11:46:54,4399,3.06,3.06,0.0512,-54.3,0.48,0.944,6,0.5,2.25,12.26,13.85,12.14,49.3,43.13,5.516,6.472,38.45,45.01,299.5,1200,1,99.57,5.88,0.643,1,111114,1,-0.207
16,11:48:42,4506.5,-0.199,-0.199,0.0511,-78.7,0.49,0.965,6,0.5,2.25,12.35,14.09,12.13,-86.78,-86.29,5.534,6.509,38.36,44.98,299.4,1200,0,99.57,4.52,0.636,1,111114,1,-0.207
17,11:52:54,4758,3.2,3.2,0.054,292,0.517,0.964,6,0.5,2.25,11.7,14.15,10.92,401.17,394.35,5.552,6.581,40.19,47.45,299.4,1199,0,99.56,5.67,0.667,1,111114,1,-0.207
18,11:54:00,4824.5,3.12,3.12,0.0574,299,0.542,0.952,6,0.5,2.25,11.6,14.06,10.96,399.79,393.11,5.536,6.614,40.33,48.03,299.5,1199,1,99.56,5.89,0.669,1,111114,1,-0.207
19,11:56:37,4981,3.5,3.5,0.0597,488,0.555,0.938,6,0.5,2.25,11.53,13.97,10.96,600.05,592.38,5.559,6.662,40.71,48.6,299.4,1199,0,99.56,4.2,0.675,1,111114,1,-0.207
20,11:59:15,5139,3.88,3.88,0.0632,680,0.579,0.927,6,0.5,2.25,11.5,13.89,10.96,800.52,791.82,5.536,6.689,40.56,48.89,299.4,1199,1,99.56,2.46,0.681,1,111114,1,-0.207
