Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,23,NA,NA,NA,NA,NA,Cucumissativa,NA,NA,NA,228.5054623,1.83,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.816596735,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,13:20:30,92.9999998,2.997952017,2.997952017,0.029543762,213.460499,0.955224758,3.201909077,6,0.5,2.25,29.57117653,30.00919533,29.47701073,400.2731628,393.5226135,8.673661232,10.56472301,21.02385712,25.52207565,299.8737793,1200.591797,256.6617126,100.4088287,-0.732305288,-0.336467862,1,111114,-9999,-9999
2,13:22:05,187.9999994,2.213572054,2.213572054,0.03049948,165.0977443,0.971486824,3.156983478,6,0.5,2.25,29.47133255,29.74765587,29.74361038,299.4176025,294.4145813,8.454451561,10.37873554,20.54345894,25.2176075,299.7698975,1200.832153,278.0783997,100.4074249,0.342859507,-0.258862615,0.666666687,111114,-9999,-9999
3,13:23:32,274.4999998,1.343533402,1.343533402,0.03179847,118.7749954,1.027373404,3.202875522,6,0.5,2.25,29.77557564,29.96827126,30.085186,198.5054474,195.4146423,8.421334267,10.45605183,20.204216,24.96360207,299.7854309,1198.513916,321.9532776,100.4027023,1.094965219,-0.19100678,1,111114,-9999,-9999
4,13:24:53,355.9999998,0.34673813,0.34673813,0.036818398,80.04896221,1.192857613,3.218044202,6,0.5,2.25,29.86067963,30.10811615,30.08567429,100.9946365,100.0617752,8.284126282,10.64612961,19.76767921,25.28826141,299.7857666,1198.453735,297.5852661,100.405983,2.21151948,-0.114858747,1,111114,-9999,-9999
5,13:28:43,585.4999994,-0.136958422,-0.136958422,0.051714306,53.96666652,1.625227658,3.141519126,6,0.5,2.25,29.44820976,29.99409103,29.30256081,52.26828003,52.37203217,7.913422108,11.12981606,19.25204468,27.07022095,299.8026733,1200.127686,272.5772705,100.4046097,2.304285288,-0.098049283,1,111114,-9999,-9999
6,13:31:22,744.4999998,4.661102249,4.661102249,0.065877896,258.221442,1.996929014,3.048795749,6,0.5,2.25,29.94601822,29.82637024,30.08555794,401.2783508,390.3885498,7.695181847,11.64559078,18.33766556,27.53186226,299.7674866,1199.633423,340.5702515,100.411232,-0.440984488,-0.290740132,1,111114,-9999,-9999
7,13:32:23,805.9999998,4.542059834,4.542059834,0.06803843,263.0973589,2.065364375,3.055835478,6,0.5,2.25,30.00305939,29.86377716,30.08251762,399.6142578,388.9185791,7.581428051,11.66589355,17.97311401,27.48848724,299.8585815,1199.881714,308.1467285,100.4116592,-0.047185659,-0.29872334,1,111114,-9999,-9999
8,13:34:18,920.4999998,6.66719805,6.66719805,0.06855569,400.2982939,2.102174222,3.087400616,6,0.5,2.25,30.05431175,29.94405746,30.08288193,600.5531616,584.7563477,7.389419556,11.54624939,17.43147087,27.13115883,299.9259644,1199.226563,355.3602905,100.4116745,-2.543828726,-0.377740026,1,111114,-9999,-9999
9,13:36:16,1038.5,8.000767041,8.000767041,0.05970252,528.3489419,1.903400982,3.197612891,6,0.5,2.25,30.08037567,30.16090584,30.08104706,800.7945557,781.812439,7.213302612,10.97917747,16.92266273,25.76278877,299.9308167,1198.967529,269.1044617,100.4057159,-5.716924667,-0.395353436,1,111114,-9999,-9999
