Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,136,NA,NA,NA,NA,NA,Andropogongerardii,NA,NA,NA,169.7323728,2.13,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,2.16829509,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
42,10:53:41,11214.00005,10.32537462,10.32537462,0.058666882,65.8011836,3.572410305,5.899010271,6,0.5,2.25,40.60203171,41.11478424,40.23858643,398.9863892,375.6747131,12.81362534,19.80994415,16.80909729,25.70623589,300.298584,1198.783569,79.31550598,99.33029175,3.150145531,-0.359860241,1,111114,-9999,-9999
43,10:55:42,11335.00005,8.225786275,8.225786275,0.061507911,45.31369499,3.73379127,5.886547563,6,0.5,2.25,40.20149231,41.15197754,39.63989639,299.0201721,280.4915161,12.78117561,20.09181213,17.13434601,26.62859917,300.2835083,1198.653809,79.23130798,99.32958221,2.837645531,-0.362646878,1,111114,-9999,-9999
44,10:59:32,11565.00005,7.298216018,7.298216018,0.086588572,35.20195441,4.853192817,5.495314842,6,0.5,2.25,40.71403503,40.63900757,40.72502136,201.0610199,184.6881409,12.41326904,21.89771843,16.01387405,28.24634171,300.2969666,1201.09082,79.59149933,99.33457184,2.677535057,-0.435440838,1,111114,-9999,-9999
45,11:02:57,11770.00005,4.44650284,4.44650284,0.114513919,19.29200277,6.150924754,5.319456827,6,0.5,2.25,42.6941452,40.85978317,43.15347672,98.95895386,88.98176575,12.59125423,24.57818222,14.83929062,28.55500793,300.3144531,1200.50647,79.73549652,99.33924866,1.884505272,-0.550837338,1,111114,-9999,-9999
46,11:04:38,11871.00005,2.283122371,2.283122371,0.127217413,12.01306174,6.713430672,5.250125202,6,0.5,2.25,42.8136673,40.94993973,43.15687561,49.78496552,44.62465668,12.58187771,25.65139198,14.75289726,29.61349106,300.2967834,1200.418701,79.91490936,99.33729553,1.653391838,-0.568859875,1,111114,-9999,-9999
47,11:06:15,11968.50005,-0.352696857,-0.352696857,0.14666167,5.460891524,7.477412849,5.110596599,6,0.5,2.25,42.86867905,40.92720413,43.15644836,1.027913213,1.707085013,12.42418385,26.96098518,14.48153496,31.03517723,300.3059998,1200.263184,79.88189697,99.33855438,1.342027307,-0.593575299,1,111104,-9999,-9999
48,11:11:45,12298.50005,9.027173161,9.027173161,0.051374886,70.54408364,3.16901664,5.963813326,6,0.5,2.25,39.27299118,40.93183136,38.26303101,400.2813416,379.8392334,12.17669582,18.39217758,16.96224976,25.62376785,300.2886963,1200.216064,79.14363861,99.33361816,2.943772793,-0.294270337,1,111114,-9999,-9999
49,11:15:15,12508.00005,10.09989762,10.09989762,0.057299861,66.30536158,3.454458151,5.84331263,6,0.5,2.25,41.20494843,40.8209343,41.43222046,399.0652466,376.289093,12.37378883,19.14349174,15.7259798,24.06209183,300.3081055,1200.472656,79.45645142,99.34066772,2.616868496,-0.334202588,1,111114,-9999,-9999
50,11:18:45,12718.00005,10.97472865,10.97472865,0.041163698,105.5780549,2.634271557,6.160554225,6,0.5,2.25,40.2387085,41.17047882,39.63357162,599.135437,574.18573,12.23647404,17.4081459,16.32757759,23.03221893,300.2990723,1200.245361,79.2960434,99.34632111,2.927842617,-0.254395306,1,111114,-9999,-9999
51,11:22:30,12943.50005,12.81854975,12.81854975,0.037799971,171.745798,2.412561491,6.140843318,6,0.5,2.25,39.94198608,40.95173645,39.44528198,800.2904663,770.9620361,11.94958591,16.68954849,16.06401634,22.43604088,300.2931213,1200.064575,79.12524414,99.35351563,2.727220058,-0.250344098,0.666666687,111114,-9999,-9999
