Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,9,NA,NA,NA,NA,NA,Ulmusamericana,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,NA,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,10:37:38,145,2.29,2.29,0.0373,285,0.663,1.78,6,0.5,2.25,24.66,24.85,25.19,399.59,394.47,12.235,13.546,39.71,43.88,299.3,1200,0,100.9,-6.07,0.685,1,111114,-9999,-9999
2,10:41:59,406,2.61,2.61,0.0608,314,1.02,1.71,6,0.5,2.25,24.97,25,24.97,400.27,394.23,12.578,14.601,40.11,46.41,299.4,1200,0,100.9,-5.34,0.672,1,111114,-9999,-9999
3,10:43:45,512,2.28,2.28,0.0635,229,1.04,1.67,6,0.5,2.25,24.84,24.78,25.21,299.69,294.52,12.525,14.585,40.15,46.75,299.4,1200,0,100.9,-3.82,0.669,1,111114,-9999,-9999
4,10:45:24,611.5,1.45,1.45,0.0617,153,1.02,1.68,6,0.5,2.25,25.28,24.85,25.78,199.16,195.85,12.571,14.59,39.33,45.53,299.3,1199,0,100.9,-2.5,0.662,1,111114,-9999,-9999
5,10:47:01,708,0.445,0.445,0.0605,83.8,1.01,1.69,6,0.5,2.25,25.33,24.9,25.78,99.46,98.37,12.566,14.563,39.23,45.32,299.4,1199,0,100.9,-1.49,0.659,1,111114,-9999,-9999
6,10:48:41,808.5,-0.187,-0.187,0.0614,53.2,1.03,1.7,6,0.5,2.25,25.34,24.92,25.78,49.33,49.61,12.484,14.519,38.91,45.14,299.3,1199,0,100.9,-1.09,0.651,1,111114,-9999,-9999
7,10:51:37,984,2.78,2.78,0.0605,309,1.02,1.71,6,0.5,2.25,25.36,24.95,25.78,400.93,394.54,12.45,14.468,38.81,44.95,299.4,1200,0,100.9,-5.23,0.671,1,111114,-9999,-9999
8,10:52:37,1044.5,2.83,2.83,0.061,307,1.03,1.71,6,0.5,2.25,25.36,24.95,25.78,399.39,392.91,12.42,14.456,38.68,44.91,299.4,1200,0,100.9,-5.26,0.666,1,111114,-9999,-9999
9,10:54:03,1130,3.57,3.57,0.0591,477,1,1.72,6,0.5,2.25,25.36,24.96,25.78,599.23,590.88,12.468,14.446,38.85,44.86,299.4,1199,0,100.9,-9.09,0.678,1,111114,-9999,-9999
10,10:55:59,1246.5,3.78,3.78,0.0586,665,0.995,1.72,6,0.5,2.25,25.37,25,25.78,799.72,790.57,12.498,14.464,38.9,44.91,299.4,1199,0,100.9,-13.2,0.688,1,111124,-9999,-9999
11,10:58:25,1392,4.05,4.05,0.0561,846,0.954,1.72,6,0.5,2.25,25.37,25.02,25.78,998.98,988.98,12.647,14.53,39.38,45.1,299.4,1199,0,100.9,-17.9,0.696,1,111124,-9999,-9999
12,11:00:08,1495,4.15,4.15,0.0552,1.04E+03,0.937,1.71,6,0.5,2.25,25.37,25.04,25.78,1199.74,1189.18,12.754,14.604,39.7,45.33,299.3,1199,0,100.9,-22.5,0.7,1,111124,-9999,-9999
13,11:02:26,1633.5,4.43,4.43,0.0564,1.32E+03,0.95,1.7,6,0.5,2.25,25.37,25.04,25.78,1499.6,1487.89,12.845,14.721,39.87,45.7,299.3,1200,0,100.9,-30.5,0.71,1,111114,-9999,-9999
14,11:05:17,1804.5,4.57,4.57,0.0538,1.80E+03,0.901,1.69,6,0.5,2.25,25.37,25.06,25.78,2001.21,1988.45,13.128,14.906,40.83,46.26,299.4,1200,0,100.9,-44.5,0.721,1,111114,-9999,-9999
