Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 35c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2013,309,NA,NA,NA,NA,NA,Betulapapyrifera,NA,NA,NA,NA,NA,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.605,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
45,13:48:16,15798,0.461,0.461,0.00576,250,0.227,3.85,6,0.5,2.25,27.95,31.97,26.94,400.15,399.04,8.673,9.123,23.01,24.21,299.7,1198,387,100.4,23.6,-0.264,0.3,111114,-9999,-9999
46,13:51:44,16006,0.273,0.273,0.00616,213,0.241,3.83,6,0.5,2.25,27.77,31.89,26.74,300.3,299.61,8.693,9.171,23.31,24.59,299.7,1199,391,100.4,21.9,-0.201,0.3,111114,-9999,-9999
47,13:55:11,16213,0.0265,0.0265,0.00611,181,0.238,3.82,6,0.5,2.25,28.15,31.87,27.38,200.31,200.16,8.725,9.198,22.87,24.11,299.7,1201,402,100.4,19.5,-0.146,0.3,111114,-9999,-9999
48,13:58:39,16421,-0.331,-0.331,0.00523,192,0.204,3.81,6,0.5,2.25,28.09,31.85,27.11,99.34,99.97,8.777,9.181,23.09,24.16,299.7,1200,425,100.4,17.1,-0.0975,0.3,111114,-9999,-9999
49,14:02:05,16627,-0.316,-0.316,0.00558,150,0.221,3.87,6,0.5,2.25,28.59,32.08,28.07,65.01,65.62,8.781,9.219,22.45,23.57,299.8,1199,449,100.4,16.6,-0.0653,0.3,111114,-9999,-9999
50,14:05:31,16833,0.222,0.222,0.00493,304,0.194,3.86,6,0.5,2.25,28.21,31.97,27.42,399.6,399,8.703,9.089,22.74,23.75,299.7,1199,388,100.4,23.4,-0.23,0.3,111114,-9999,-9999
51,14:08:58,17040,0.307,0.307,0.0044,267,0.174,3.85,6,0.5,2.25,28.21,31.95,27.34,400.47,399.71,8.7,9.045,22.72,23.62,299.7,1199,389,100.3,23.5,-0.241,0.3,111114,-9999,-9999
52,14:12:23,17245,0.443,0.443,0.00393,388,0.156,3.87,6,0.5,2.25,28.24,31.98,27.34,600.79,599.72,8.661,8.97,22.58,23.39,299.8,1199,389,100.3,26.9,-0.31,0.3,111114,-9999,-9999
53,14:15:49,17451,0.78,0.78,0.0034,393,0.135,3.88,6,0.5,2.25,28.1,31.99,27.07,801.03,799.25,8.654,8.921,22.74,23.45,299.7,1199,402,100.3,29.3,-0.369,0.3,111114,-9999,-9999
54,14:19:16,17658,0.463,0.463,0.00367,741,0.146,3.89,6,0.5,2.25,28.31,32.02,27.66,999.42,998.2,8.631,8.921,22.41,23.16,299.7,1199,421,100.3,32,-0.424,0.3,111114,-9999,-9999
55,14:22:42,17863,0.895,0.895,0.00354,731,0.14,3.88,6,0.5,2.25,28.19,31.98,27.4,1199.91,1197.79,8.592,8.871,22.46,23.19,299.7,1199,444,100.3,33.7,-0.494,0.3,111114,-9999,-9999
