Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,295,NA,NA,NA,NA,NA,Tamarindusindica,NA,NA,NA,115.6543213,1.11,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,1.409628024,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
40,14:10:22,8102.50001,0.228504344,0.228504344,-0.006428466,439.8152666,-0.154266454,2.317670995,4.684,0.5,2.73920872,32.14845276,32.07501221,32.12657166,399.3910522,399.1300659,24.90298271,24.6677475,51.94264603,51.4498291,299.5978088,1199.528076,45.12306976,100.4438477,-1.775814056,0.736217916,1,111114,-9999,-9999
41,14:12:14,8214.50001,0.091788606,0.091788606,-0.004519622,320.1585669,-0.107435897,2.297087177,4.684,0.5,2.73920872,32.07094193,32.08289337,31.94579697,299.5699768,299.4770508,25.05753899,24.89423752,52.4950676,52.1542244,300.4885559,1199.244873,44.83269882,100.442749,-0.73241806,0.724197805,1,111114,-9999,-9999
45,14:21:36,8776.50001,0.104060278,0.104060278,-0.00351853,431.7026647,-0.082568903,2.268360987,4.684,0.5,2.73920872,32.070755,32.09370422,31.93784142,400.1429443,400.0322266,25.33236885,25.20690918,53.07832718,52.81580734,300.4980774,1200.158691,46.06534576,100.4528732,-1.528823853,0.774458349,1,111114,-9999,-9999
46,14:22:37,8837.50001,0.285191806,0.285191806,-0.003479114,513.3061685,-0.081639259,2.268230649,4.684,0.5,2.73920872,32.07455444,32.09972382,31.93699646,399.8016663,399.407959,25.34845543,25.22441292,53.09407806,52.84013367,300.5038452,1200.093262,45.46820068,100.4531403,-1.350814819,0.770986974,1,111114,-9999,-9999
47,14:25:15,8995.50001,0.829385078,0.829385078,-0.005028204,834.8653254,-0.118730569,2.281041788,4.684,0.5,2.73920872,32.08905411,32.13529968,31.9368515,599.579895,598.3978882,25.37425423,25.19385338,53.10116196,52.73353195,300.5101318,1199.713867,45.16171265,100.4503479,-4.233016968,0.748362005,1,111114,-9999,-9999
48,14:27:26,9126.00001,0.619367623,0.619367623,-0.0054843,947.6636761,-0.129539466,2.281315615,4.684,0.5,2.73920872,32.09083939,32.1409874,31.93724823,801.053833,800.25,25.40338135,25.20655632,53.15690231,52.7538147,300.5046997,1199.729858,45.21629333,100.450264,-6.386520386,0.7678532,1,111114,-9999,-9999
49,14:29:27,9247.00001,1.564695816,1.564695816,-0.005642257,1395.645081,-0.133146467,2.278988346,4.684,0.5,2.73920872,32.09473419,32.14155197,31.93596458,1000.057129,997.8252563,25.43401337,25.23170853,53.21670914,52.79564667,300.4980469,1199.591431,48.75730896,100.4484558,-10.76219177,0.767734945,1,111114,-9999,-9999
50,14:31:51,9391.00001,1.302751755,1.302751755,-0.004216692,1639.182318,-0.098442181,2.25605661,4.684,0.5,2.73920872,31.94826889,32.07906342,31.73876572,1200.286255,1198.439575,25.43915367,25.28959465,53.66268158,53.35712814,300.5115051,1199.527466,45.22394562,100.4538422,-13.27342224,0.795591772,1,111114,-9999,-9999
51,14:34:29,9549.00001,0.90812534,0.90812534,-0.006145269,1674.677443,-0.143567863,2.256442166,4.684,0.5,2.73920872,31.94084358,32.05529404,31.7399292,1498.950439,1497.870117,25.43728256,25.21914291,53.69790268,53.23665619,300.5014038,1199.258057,45.49393845,100.4636002,-17.66490173,0.788755834,1,111114,-9999,-9999
52,14:36:47,9687.00001,1.673035548,1.673035548,-0.005589312,2393.263541,-0.130848397,2.261246807,4.684,0.5,2.73920872,31.94305611,32.06531143,31.74034882,1999.460083,1997.259766,25.40033531,25.20153046,53.60666656,53.18650055,300.5198364,1199.064209,49.00971603,100.4509125,-27.84654236,0.787357748,1,111114,-9999,-9999
