Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 15c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,15,NA,NA,NA,NA,NA,Pinuspinea,NA,NA,NA,68.6434375,1.94,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.368493207,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
1,13:08:47,165,1.919570684,1.919570684,0.02088591,236.8074856,0.277938344,1.343378982,9.26,0.5,1.038130374,14.88237476,15.12465477,14.48789883,399.4784241,393.2153625,2.962598324,3.817314625,17.52588081,22.47603989,299.9690552,1200.717529,244.4719696,100.0118866,-4.342697144,-0.212870419,1,111114,-9999,-9999
2,13:10:00,238,1.547038499,1.547038499,0.021662661,172.4887175,0.284358757,1.326191486,9.26,0.5,1.038130374,14.92858982,15.01173973,14.77003002,298.8116455,293.7781982,2.98980999,3.86420846,17.63757515,22.68751144,299.9761658,1201.184814,273.0672607,100.0147171,-2.871658325,-0.166546404,1,111114,-9999,-9999
3,13:11:17,314.5,0.989665238,0.989665238,0.021901872,118.3956619,0.283661434,1.308783942,9.26,0.5,1.038130374,14.90838051,14.90367889,14.73073864,198.5346375,195.3088989,3.047523975,3.919651031,18.02083397,23.04012108,300.0032043,1199.174805,312.1773682,100.0114212,-1.529327393,-0.122835457,1,111114,-9999,-9999
4,13:12:54,412,0.407635544,0.407635544,0.023553669,68.69625364,0.302171297,1.298399575,9.26,0.5,1.038130374,14.90637779,14.88801765,14.72418499,100.0267029,98.67602539,3.07705307,4.006298542,18.17994308,23.55204773,299.9095764,1199.276489,273.7243652,100.0123062,-0.706588745,-0.070320666,1,111114,-9999,-9999
5,13:16:15,612.4999999,-0.041450413,-0.041450413,0.026507747,50.79553708,0.339536576,1.299885391,9.26,0.5,1.038130374,15.69627571,15.02496815,15.89973068,49.21058655,49.28688431,3.097784996,4.141598225,17.31503868,23.14543724,299.966217,1199.117065,274.0633545,100.0199738,-0.024021149,-0.037686884,1,111114,-9999,-9999
6,13:19:08,785.9999999,2.291864164,2.291864164,0.027690219,251.1160267,0.357618804,1.312079734,9.26,0.5,1.038130374,15.78358746,15.12271404,15.89447594,400.8877563,393.3803711,3.028518677,4.127655983,16.83270836,22.9398098,300.0426941,1199.39624,272.7281494,100.0230637,-4.632205963,-0.17896229,1,111114,-9999,-9999
7,13:20:09,846.5,2.195635217,2.195635217,0.027655589,256.010369,0.357197319,1.312166021,9.26,0.5,1.038130374,15.79223824,15.13598728,15.89122295,399.9995422,392.7920837,3.043797255,4.141352654,16.98109436,23.00534248,300.1168823,1199.484863,355.1123962,100.0270767,-4.514591217,-0.179665148,1,111114,-9999,-9999
8,13:22:05,963,2.534001504,2.534001504,0.027489215,430.3050984,0.355881124,1.315022904,9.26,0.5,1.038130374,15.80494118,15.14312363,15.89299011,600.4403076,591.9675293,3.026711226,4.12078619,16.89966393,22.87299538,299.9684143,1199.087769,271.0215149,100.0252991,-8.200931549,-0.226285994,1,111114,-9999,-9999
9,13:23:52,1069.5,2.96867586,2.96867586,0.028178987,603.0412859,0.363057699,1.309567031,9.26,0.5,1.038130374,15.66047287,15.06338406,15.68709564,800.2657471,790.2144165,2.970862865,4.087195396,16.64630508,22.89632988,299.926178,1199.637939,272.2551575,100.0205002,-12.84222794,-0.271035254,1,111114,-9999,-9999
