Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 20c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2014,352,NA,NA,NA,NA,NA,Pinuspinea,NA,NA,NA,64.9744462,1.39,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.508989933,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
14,09:06:17,3479.500008,3.163692052,3.163692052,0.041244582,241.0994188,0.322472012,0.917337703,11.442,0.5,0.226995551,14.14097977,13.95758343,14.08764076,399.9994202,387.4656982,5.575512886,6.796171665,34.58856583,42.16274643,300.2189331,1199.879883,250.717392,100.4294205,1.764276505,0.016227514,1,111114,-9999,-9999
15,09:08:16,3598.000008,2.492678479,2.492678479,0.042865343,178.4048592,0.332900082,0.916751437,11.442,0.5,0.226995551,14.17764187,13.92697906,14.08386707,299.7387085,289.8710632,5.51009655,6.770226955,34.10187912,41.90534592,300.2272339,1199.260864,272.5479736,100.4319534,1.853113174,0.017356187,1,111114,-9999,-9999
16,09:10:08,3710.500008,1.57977877,1.57977877,0.043270505,122.2174433,0.336303859,0.918813984,11.442,0.5,0.226995551,14.17306137,13.93044472,14.0849123,198.7098541,192.4427643,5.480453014,6.753432751,34.05559921,41.80992126,300.2405701,1199.381226,213.7920685,100.4294891,1.735528946,0.013184339,1,111114,-9999,-9999
17,09:11:58,3820.500008,0.480258002,0.480258002,0.046374198,78.14927325,0.355239924,0.916004047,11.442,0.5,0.226995551,14.16841125,13.91997242,14.08351612,100.8565063,98.89237976,5.425860882,6.770501137,33.73526382,41.92914581,300.2390747,1199.215332,216.6756592,100.4310379,1.539491653,0.011784345,1,111114,-9999,-9999
18,09:15:55,4057.500008,-0.269974119,-0.269974119,0.054826385,47.01343166,0.405816272,0.91252304,11.442,0.5,0.226995551,14.15602112,13.92669487,14.0852108,37.14376068,38.11370468,5.275444508,6.811504364,32.69758224,42.21666718,300.2305908,1199.055542,212.7204132,100.4397888,1.151971817,0.001472265,1,111114,-9999,-9999
19,09:18:06,4188.000008,3.121909217,3.121909217,0.057192004,275.2957865,0.417181896,0.906873339,11.442,0.5,0.226995551,14.15018749,13.91064644,14.08325577,398.6800232,386.1687012,5.27181673,6.850775242,32.89339066,42.48413086,300.2418213,1198.972656,229.7450104,100.4460373,1.966791153,-0.003138751,1,111114,-9999,-9999
20,09:19:21,4263.000008,3.516005266,3.516005266,0.061896947,269.2918229,0.444066779,0.906734527,11.442,0.5,0.226995551,14.15398502,13.91120338,14.08463192,400.0914917,386.038269,5.171721935,6.85251379,32.06161499,42.48418808,300.2272034,1198.732788,213.030426,100.4492264,1.783136368,0.000483781,1,111114,-9999,-9999
21,09:21:58,4420.500008,3.810633866,3.810633866,0.062848362,457.4333619,0.451377337,0.910778122,11.442,0.5,0.226995551,14.15271091,13.90600681,14.08501816,600.3800659,584.8516846,5.098000526,6.806490421,31.60912323,42.20278931,300.2362671,1198.536255,211.5502625,100.455307,1.083246231,-0.004054278,0.666666687,111114,-9999,-9999
22,09:24:45,4587.500008,4.139315207,4.139315207,0.063225156,642.4109871,0.456376709,0.916608643,11.442,0.5,0.226995551,14.14285851,13.91090298,14.0864048,799.4697266,782.3338623,5.025827885,6.753359795,31.18242264,41.90373611,300.2316284,1200.370728,242.131546,100.4573288,0.253778458,-0.002161235,1,111114,-9999,-9999
23,09:26:50,4712.000008,4.683875637,4.683875637,0.062855227,821.2927646,0.456611344,0.921357278,11.442,0.5,0.226995551,14.13310051,13.90592575,14.08447075,1001.313721,981.7542114,4.972189426,6.700751305,30.87008667,41.60564041,300.2229004,1200.344604,211.1715546,100.4604568,-0.816228867,-0.000395983,1,111114,-9999,-9999
24,09:29:30,4872.500008,4.850470412,4.850470412,0.061595872,1009.197278,0.453628016,0.930028932,11.442,0.5,0.226995551,14.14108276,13.91177273,14.08433723,1200.889404,1180.36377,4.903132439,6.620455742,30.42524147,41.08538437,300.2375183,1199.97168,210.974762,100.460495,-2.17291832,-0.000927657,1,111114,-9999,-9999
25,09:32:22,5044.000008,4.960049503,4.960049503,0.059391899,1294.152637,0.445868667,0.940889297,11.442,0.5,0.226995551,14.13739014,13.9175005,14.08407307,1499.504395,1478.090088,4.829846382,6.517974854,29.97928238,40.45982361,300.2364502,1199.893433,210.4830627,100.4648132,-4.584173203,-0.002449244,1,111114,-9999,-9999
26,09:35:18,5220.500008,5.29538937,5.29538937,0.059075415,1774.362609,0.447111811,0.947658611,11.442,0.5,0.226995551,14.18509388,13.92123604,14.08939552,2001.072388,1977.521729,4.760728359,6.453699589,29.46331787,39.94134903,300.2317505,1199.537964,210.9638672,100.4764481,-9.792791367,-0.008120269,1,111114,-9999,-9999
