Investigator name: Nick Smith
Contact information: ngsmith@purdue.edu
Site name in full: Purdue Growth Chamber
Vegetation type: NA
Soil type: Field Mixture
Major species: NA
Sample leaf light environment: Chamber light (~1000 PAR)
Water stress assessment: No water stress
Instrument used: Licor-6400
Extra info: 7day acclimation at 30c
SiteID,Latitude(Degrees),Longitude(Degrees),Elevation,SampleYear,SampleDayOfYear,GrowSeasonStart,GrowSeasonEnd,StandAge,CanopyHeight,LeafAreaIndex,SpeciesSampled,AveTimeResolution,SampleHeight,LeafAge,SpecificLeafArea,LfNitrogenContent,LfCarbonContent,LfPhosphContent
NoUnit,NorthPositive,EastPositive,m,NoUnit,DayOfYear,DayOfYear,DayOfYear,Year,m,m2/m2,NoBlankSpace,Minutes,m,days,cm2/g,%,%,%
NA,NA,NA,NA,2015,72,NA,NA,NA,NA,NA,Betulaalleghaniensis,NA,NA,NA,231.5868213,1.55,NA,NA
Gamma*,Kc,Ko,Alpha,Rd,gi
Pa,Pa,Pa,NoUnit,umol/m2/s,umol/m2/s/Pa
-9999,-9999,-9999,-9999,0.158943595,-9999
Obs,HHMMSS,FTime,Photo,!AdjPhoto,!StomCond,!Ci,!Trmmol,!VpdL,Area,StmRat,BLCond,Tair,!Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,!PARi,PARo,Press,CsMch,HsMch,StableF,Status,PhiPS2,OxygenPress
NoUnit,HHMMSS,Second,umol/m2/s,umol/m2/s,mol/m2/s,umol/mol,mmol/m2/s,kPa,cm2,NA,mol/m2/s,oC,oC,oC,umol/mol,umol/mol,mmol/mol,mmol/mol,%,%,umol/s,umol/m2/s,umol/m2/s,Kpa,umol/mol,mmol/mol,NA,NA,NA,KPA
14,12:42:28,4503.000009,4.229422914,4.229422914,0.094714148,312.6556108,0.793256611,0.864574744,6,0.5,2.25,11.23072338,14.21710014,9.979654312,400.647644,391.5667419,6.030502796,7.605094433,45.18631363,56.98334122,299.9725647,1201.368286,258.322052,100.2542725,-3.025905609,-0.178881586,1,111114,-9999,-9999
15,12:44:34,4629.500009,3.502558153,3.502558153,0.097331579,228.1087023,0.787002365,0.835707905,6,0.5,2.25,11.09002495,13.96805096,10.04391098,298.7683716,291.3030396,6.070890427,7.633236885,46.11786652,57.73683167,299.9315491,1199.924316,307.56604,100.2526855,-1.598445892,-0.134468496,1,111114,-9999,-9999
16,12:46:50,4765.000009,2.551665871,2.551665871,0.098579454,149.7200663,0.795699391,0.834609792,6,0.5,2.25,11.0846529,13.99378681,10.04821396,200.4118347,194.9981842,6.092178345,7.671368599,46.34843063,58.04245758,300.000061,1199.855835,258.0398865,100.2462845,-0.418590546,-0.088819444,1,111114,-9999,-9999
17,12:50:40,4995.500009,1.278040202,1.278040202,0.107898677,89.09887024,0.852873268,0.820640588,6,0.5,2.25,11.06108189,13.90511131,10.05214024,112.8839874,110.1403885,6.025955677,7.718318939,45.66856766,58.49214935,300.0386047,1199.681152,330.23349,100.2540741,0.396396637,-0.058755338,0.666666687,111114,-9999,-9999
18,12:54:30,5225.500009,1.335946816,1.335946816,0.11580686,88.81190641,0.911171742,0.819455911,6,0.5,2.25,11.18189049,13.97645092,10.24185753,112.2561646,109.3854523,5.996934891,7.804728508,45.08253098,58.67182541,300.0542603,1199.522949,260.6838989,100.2440186,0.303157806,-0.052534521,1,111114,-9999,-9999
19,12:56:55,5370.000009,3.766339407,3.766339407,0.112853466,331.467477,0.893504977,0.823581643,6,0.5,2.25,11.19817829,13.97115612,10.24394417,400.1714172,391.9374695,5.984819412,7.758153439,45.22438431,58.25462341,299.9682007,1199.702271,325.864502,100.243103,-3.346622467,-0.183806837,1,111114,-9999,-9999
20,12:57:55,5430.500009,3.814314141,3.814314141,0.117412103,333.3707097,0.920297267,0.816923859,6,0.5,2.25,11.21064854,13.92670822,10.24264526,400.7792969,392.426178,5.951816559,7.778573513,44.88359451,58.35985565,299.9212341,1199.327271,288.4455872,100.2428818,-3.140048981,-0.192390382,1,111114,-9999,-9999
21,13:00:12,5567.000009,3.905322938,3.905322938,0.122931487,530.0447851,0.978265983,0.831206257,6,0.5,2.25,11.35741997,14.0808506,10.43994617,599.6889038,590.7208252,5.854948044,7.79658699,43.50303268,57.92749405,299.9441833,1199.360962,261.285675,100.2374954,-6.359836578,-0.254370153,1,111114,-9999,-9999
22,13:02:46,5721.000009,4.2032965,4.2032965,0.125404401,723.9130052,0.997612848,0.831787318,6,0.5,2.25,11.36791325,14.07426548,10.44203568,800.1794434,790.1968994,5.804512978,7.784074783,43.09809875,57.79257965,300.0201416,1199.609619,353.8648071,100.2355347,-10.49167252,-0.311835706,1,111114,-9999,-9999
